SNMP sw2_ethif table:
1.3.6.1.2.1.2.2.1.4.10804 = 9198
1.3.6.1.2.1.2.2.1.4.10901 = 9198
1.3.6.1.2.1.2.2.1.4.10902 = 9198
1.3.6.1.2.1.2.2.1.4.14501 = 1500
1.3.6.1.2.1.2.2.1.4.14502 = 1500
1.3.6.1.2.1.2.2.1.5.1 = 1000000000
1.3.6.1.2.1.2.2.1.5.100 = 1000000000
1.3.6.1.2.1.2.2.1.5.5001 = 1000000000
1.3.6.1.2.1.2.2.1.5.5179 = 0
1.3.6.1.2.1.2.2.1.5.5180 = 0
1.3.6.1.2.1.2.2.1.5.5181 = 0
1.3.6.1.2.1.2.2.1.5.5183 = 0
1.3.6.1.2.1.2.2.1.5.5184 = 0
1.3.6.1.2.1.2.2.1.5.10101 = 10000000
1.3.6.1.2.1.2.2.1.5.10102 = 10000000
1.3.6.1.2.1.2.2.1.5.10103 = 10000000
1.3.6.1.2.1.2.2.1.5.10104 = 10000000
1.3.6.1.2.1.2.2.1.5.10105 = 10000000
1.3.6.1.2.1.2.2.1.5.10106 = 10000000
1.3.6.1.2.1.2.2.1.5.10107 = 10000000
1.3.6.1.2.1.2.2.1.5.10108 = 10000000
1.3.6.1.2.1.2.2.1.5.10109 = 10000000
1.3.6.1.2.1.2.2.1.5.10110 = 10000000
1.3.6.1.2.1.2.2.1.5.10111 = 10000000
1.3.6.1.2.1.2.2.1.5.10112 = 10000000
1.3.6.1.2.1.2.2.1.5.10113 = 10000000
1.3.6.1.2.1.2.2.1.5.10114 = 100000000
1.3.6.1.2.1.2.2.1.5.10115 = 10000000
1.3.6.1.2.1.2.2.1.5.10116 = 10000000
1.3.6.1.2.1.2.2.1.5.10117 = 10000000
1.3.6.1.2.1.2.2.1.5.10118 = 10000000
1.3.6.1.2.1.2.2.1.5.10119 = 10000000
1.3.6.1.2.1.2.2.1.5.10120 = 10000000
1.3.6.1.2.1.2.2.1.5.10121 = 10000000
1.3.6.1.2.1.2.2.1.5.10122 = 10000000
1.3.6.1.2.1.2.2.1.5.10123 = 10000000
1.3.6.1.2.1.2.2.1.5.10124 = 10000000
1.3.6.1.2.1.2.2.1.5.10125 = 10000000
1.3.6.1.2.1.2.2.1.5.10126 = 10000000
1.3.6.1.2.1.2.2.1.5.10127 = 10000000
1.3.6.1.2.1.2.2.1.5.10128 = 10000000
1.3.6.1.2.1.2.2.1.5.10129 = 10000000
1.3.6.1.2.1.2.2.1.5.10130 = 10000000
1.3.6.1.2.1.2.2.1.5.10131 = 10000000
1.3.6.1.2.1.2.2.1.5.10132 = 10000000
1.3.6.1.2.1.2.2.1.5.10133 = 100000000
1.3.6.1.2.1.2.2.1.5.10134 = 10000000
1.3.6.1.2.1.2.2.1.5.10135 = 1000000000
1.3.6.1.2.1.2.2.1.5.10136 = 10000000
1.3.6.1.2.1.2.2.1.5.10137 = 10000000
1.3.6.1.2.1.2.2.1.5.10138 = 10000000
1.3.6.1.2.1.2.2.1.5.10139 = 100000000
1.3.6.1.2.1.2.2.1.5.10140 = 100000000
1.3.6.1.2.1.2.2.1.5.10141 = 100000000
1.3.6.1.2.1.2.2.1.5.10142 = 100000000
1.3.6.1.2.1.2.2.1.5.10143 = 100000000
1.3.6.1.2.1.2.2.1.5.10144 = 100000000
1.3.6.1.2.1.2.2.1.5.10145 = 100000000
1.3.6.1.2.1.2.2.1.5.10146 = 100000000
1.3.6.1.2.1.2.2.1.5.10147 = 1000000000
1.3.6.1.2.1.2.2.1.5.10148 = 100000000
1.3.6.1.2.1.2.2.1.5.10301 = 10000000
1.3.6.1.2.1.2.2.1.5.10302 = 10000000
1.3.6.1.2.1.2.2.1.5.10303 = 10000000
1.3.6.1.2.1.2.2.1.5.10304 = 10000000
1.3.6.1.2.1.2.2.1.5.10401 = 10000000
1.3.6.1.2.1.2.2.1.5.10402 = 10000000
1.3.6.1.2.1.2.2.1.5.10601 = 10000000
1.3.6.1.2.1.2.2.1.5.10602 = 10000000
1.3.6.1.2.1.2.2.1.5.10603 = 10000000
1.3.6.1.2.1.2.2.1.5.10604 = 10000000
1.3.6.1.2.1.2.2.1.5.10605 = 10000000
1.3.6.1.2.1.2.2.1.5.10606 = 10000000
1.3.6.1.2.1.2.2.1.5.10607 = 10000000
1.3.6.1.2.1.2.2.1.5.10608 = 10000000
1.3.6.1.2.1.2.2.1.5.10609 = 10000000
1.3.6.1.2.1.2.2.1.5.10610 = 10000000
1.3.6.1.2.1.2.2.1.5.10611 = 10000000
1.3.6.1.2.1.2.2.1.5.10612 = 10000000
1.3.6.1.2.1.2.2.1.5.10613 = 10000000
1.3.6.1.2.1.2.2.1.5.10614 = 10000000
1.3.6.1.2.1.2.2.1.5.10615 = 10000000
1.3.6.1.2.1.2.2.1.5.10616 = 10000000
1.3.6.1.2.1.2.2.1.5.10617 = 10000000
1.3.6.1.2.1.2.2.1.5.10618 = 10000000
1.3.6.1.2.1.2.2.1.5.10619 = 10000000
1.3.6.1.2.1.2.2.1.5.10620 = 10000000
1.3.6.1.2.1.2.2.1.5.10621 = 10000000
1.3.6.1.2.1.2.2.1.5.10622 = 10000000
1.3.6.1.2.1.2.2.1.5.10623 = 10000000
1.3.6.1.2.1.2.2.1.5.10624 = 10000000
1.3.6.1.2.1.2.2.1.5.10625 = 10000000
1.3.6.1.2.1.2.2.1.5.10626 = 10000000
1.3.6.1.2.1.2.2.1.5.10627 = 10000000
1.3.6.1.2.1.2.2.1.5.10628 = 10000000
1.3.6.1.2.1.2.2.1.5.10629 = 10000000
1.3.6.1.2.1.2.2.1.5.10630 = 10000000
1.3.6.1.2.1.2.2.1.5.10631 = 10000000
1.3.6.1.2.1.2.2.1.5.10632 = 10000000
1.3.6.1.2.1.2.2.1.5.10633 = 10000000
1.3.6.1.2.1.2.2.1.5.10634 = 10000000
1.3.6.1.2.1.2.2.1.5.10635 = 10000000
1.3.6.1.2.1.2.2.1.5.10636 = 10000000
1.3.6.1.2.1.2.2.1.5.10637 = 10000000
1.3.6.1.2.1.2.2.1.5.10638 = 10000000
1.3.6.1.2.1.2.2.1.5.10639 = 10000000
1.3.6.1.2.1.2.2.1.5.10640 = 10000000
1.3.6.1.2.1.2.2.1.5.10641 = 10000000
1.3.6.1.2.1.2.2.1.5.10642 = 10000000
1.3.6.1.2.1.2.2.1.5.10643 = 10000000
1.3.6.1.2.1.2.2.1.5.10644 = 10000000
1.3.6.1.2.1.2.2.1.5.10645 = 10000000
1.3.6.1.2.1.2.2.1.5.10646 = 10000000
1.3.6.1.2.1.2.2.1.5.10647 = 10000000
1.3.6.1.2.1.2.2.1.5.10648 = 10000000
1.3.6.1.2.1.2.2.1.5.10801 = 10000000
1.3.6.1.2.1.2.2.1.5.10802 = 10000000
1.3.6.1.2.1.2.2.1.5.10803 = 10000000
1.3.6.1.2.1.2.2.1.5.10804 = 10000000
1.3.6.1.2.1.2.2.1.5.10901 = 10000000
1.3.6.1.2.1.2.2.1.5.10902 = 10000000
1.3.6.1.2.1.2.2.1.5.14501 = 4294967295
1.3.6.1.2.1.2.2.1.5.14502 = 100000000
1.3.6.1.2.1.2.2.1.6.1 = 0x28940fe5fac0
1.3.6.1.2.1.2.2.1.6.100 = 0x28940fe5fac1
1.3.6.1.2.1.2.2.1.6.5001 = 0x28940fe5faaf
1.3.6.1.2.1.2.2.1.6.5179 = 
1.3.6.1.2.1.2.2.1.6.5180 = 
1.3.6.1.2.1.2.2.1.6.5181 = 
1.3.6.1.2.1.2.2.1.6.5183 = 
1.3.6.1.2.1.2.2.1.6.5184 = 
1.3.6.1.2.1.2.2.1.6.10101 = 0x28940fe5fa81
1.3.6.1.2.1.2.2.1.6.10102 = 0x28940fe5fa82
1.3.6.1.2.1.2.2.1.6.10103 = 0x28940fe5fa83
1.3.6.1.2.1.2.2.1.6.10104 = 0x28940fe5fa84
1.3.6.1.2.1.2.2.1.6.10105 = 0x28940fe5fa85
1.3.6.1.2.1.2.2.1.6.10106 = 0x28940fe5fa86
1.3.6.1.2.1.2.2.1.6.10107 = 0x28940fe5fa87
1.3.6.1.2.1.2.2.1.6.10108 = 0x28940fe5fa88
1.3.6.1.2.1.2.2.1.6.10109 = 0x28940fe5fa89
1.3.6.1.2.1.2.2.1.6.10110 = 0x28940fe5fa8a
1.3.6.1.2.1.2.2.1.6.10111 = 0x28940fe5fa8b
1.3.6.1.2.1.2.2.1.6.10112 = 0x28940fe5fa8c
1.3.6.1.2.1.2.2.1.6.10113 = 0x28940fe5fa8d
1.3.6.1.2.1.2.2.1.6.10114 = 0x28940fe5fa8e
1.3.6.1.2.1.2.2.1.6.10115 = 0x28940fe5fa8f
1.3.6.1.2.1.2.2.1.6.10116 = 0x28940fe5fa90
1.3.6.1.2.1.2.2.1.6.10117 = 0x28940fe5fa91
1.3.6.1.2.1.2.2.1.6.10118 = 0x28940fe5fa92
1.3.6.1.2.1.2.2.1.6.10119 = 0x28940fe5fa93
1.3.6.1.2.1.2.2.1.6.10120 = 0x28940fe5fa94
1.3.6.1.2.1.2.2.1.6.10121 = 0x28940fe5fa95
1.3.6.1.2.1.2.2.1.6.10122 = 0x28940fe5fa96
1.3.6.1.2.1.2.2.1.6.10123 = 0x28940fe5fa97
1.3.6.1.2.1.2.2.1.6.10124 = 0x28940fe5fa98
1.3.6.1.2.1.2.2.1.6.10125 = 0x28940fe5fa99
1.3.6.1.2.1.2.2.1.6.10126 = 0x28940fe5fa9a
1.3.6.1.2.1.2.2.1.6.10127 = 0x28940fe5fa9b
1.3.6.1.2.1.2.2.1.6.10128 = 0x28940fe5fa9c
1.3.6.1.2.1.2.2.1.6.10129 = 0x28940fe5fa9d
1.3.6.1.2.1.2.2.1.6.10130 = 0x28940fe5fa9e
1.3.6.1.2.1.2.2.1.6.10131 = 0x28940fe5fa9f
1.3.6.1.2.1.2.2.1.6.10132 = 0x28940fe5faa0
1.3.6.1.2.1.2.2.1.6.10133 = 0x28940fe5faa1
1.3.6.1.2.1.2.2.1.6.10134 = 0x28940fe5faa2
1.3.6.1.2.1.2.2.1.6.10135 = 0x28940fe5faa3
1.3.6.1.2.1.2.2.1.6.10136 = 0x28940fe5faa4
1.3.6.1.2.1.2.2.1.6.10137 = 0x28940fe5faa5
1.3.6.1.2.1.2.2.1.6.10138 = 0x28940fe5faa6
1.3.6.1.2.1.2.2.1.6.10139 = 0x28940fe5faa7
1.3.6.1.2.1.2.2.1.6.10140 = 0x28940fe5faa8
1.3.6.1.2.1.2.2.1.6.10141 = 0x28940fe5faa9
1.3.6.1.2.1.2.2.1.6.10142 = 0x28940fe5faaa
1.3.6.1.2.1.2.2.1.6.10143 = 0x28940fe5faab
1.3.6.1.2.1.2.2.1.6.10144 = 0x28940fe5faac
1.3.6.1.2.1.2.2.1.6.10145 = 0x28940fe5faad
1.3.6.1.2.1.2.2.1.6.10146 = 0x28940fe5faae
1.3.6.1.2.1.2.2.1.6.10147 = 0x28940fe5faaf
1.3.6.1.2.1.2.2.1.6.10148 = 0x28940fe5fab0
1.3.6.1.2.1.2.2.1.6.10301 = 0x28940fe5fab1
1.3.6.1.2.1.2.2.1.6.10302 = 0x28940fe5fab2
1.3.6.1.2.1.2.2.1.6.10303 = 0x28940fe5fab3
1.3.6.1.2.1.2.2.1.6.10304 = 0x28940fe5fab4
1.3.6.1.2.1.2.2.1.6.10401 = 0x28940fe5fab5
1.3.6.1.2.1.2.2.1.6.10402 = 0x28940fe5fab6
1.3.6.1.2.1.2.2.1.6.10601 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10602 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10603 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10604 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10605 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10606 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10607 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10608 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10609 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10610 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10611 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10612 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10613 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10614 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10615 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10616 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10617 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10618 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10619 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10620 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10621 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10622 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10623 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10624 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10625 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10626 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10627 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10628 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10629 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10630 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10631 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10632 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10633 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10634 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10635 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10636 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10637 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10638 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10639 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10640 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10641 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10642 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10643 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10644 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10645 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10646 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10647 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10648 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10801 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10802 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10803 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10804 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10901 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.10902 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.14501 = 
1.3.6.1.2.1.2.2.1.6.14502 = 0x28940fe5fab9
1.3.6.1.2.1.2.2.1.7.1 = 2
1.3.6.1.2.1.2.2.1.7.100 = 1
1.3.6.1.2.1.2.2.1.7.5001 = 1
1.3.6.1.2.1.2.2.1.7.5179 = 1
1.3.6.1.2.1.2.2.1.7.5180 = 2
1.3.6.1.2.1.2.2.1.7.5181 = 2
1.3.6.1.2.1.2.2.1.7.5183 = 3
1.3.6.1.2.1.2.2.1.7.5184 = 3
1.3.6.1.2.1.2.2.1.7.10101 = 1
1.3.6.1.2.1.2.2.1.7.10102 = 1
1.3.6.1.2.1.2.2.1.7.10103 = 1
1.3.6.1.2.1.2.2.1.7.10104 = 1
1.3.6.1.2.1.2.2.1.7.10105 = 1
1.3.6.1.2.1.2.2.1.7.10106 = 1
1.3.6.1.2.1.2.2.1.7.10107 = 1
1.3.6.1.2.1.2.2.1.7.10108 = 1
1.3.6.1.2.1.2.2.1.7.10109 = 1
1.3.6.1.2.1.2.2.1.7.10110 = 1
1.3.6.1.2.1.2.2.1.7.10111 = 1
1.3.6.1.2.1.2.2.1.7.10112 = 1
1.3.6.1.2.1.2.2.1.7.10113 = 1
1.3.6.1.2.1.2.2.1.7.10114 = 1
1.3.6.1.2.1.2.2.1.7.10115 = 1
1.3.6.1.2.1.2.2.1.7.10116 = 1
1.3.6.1.2.1.2.2.1.7.10117 = 1
1.3.6.1.2.1.2.2.1.7.10118 = 1
1.3.6.1.2.1.2.2.1.7.10119 = 1
1.3.6.1.2.1.2.2.1.7.10120 = 1
1.3.6.1.2.1.2.2.1.7.10121 = 1
1.3.6.1.2.1.2.2.1.7.10122 = 1
1.3.6.1.2.1.2.2.1.7.10123 = 1
1.3.6.1.2.1.2.2.1.7.10124 = 1
1.3.6.1.2.1.2.2.1.7.10125 = 1
1.3.6.1.2.1.2.2.1.7.10126 = 1
1.3.6.1.2.1.2.2.1.7.10127 = 1
1.3.6.1.2.1.2.2.1.7.10128 = 1
1.3.6.1.2.1.2.2.1.7.10129 = 1
1.3.6.1.2.1.2.2.1.7.10130 = 1
1.3.6.1.2.1.2.2.1.7.10131 = 1
1.3.6.1.2.1.2.2.1.7.10132 = 1
1.3.6.1.2.1.2.2.1.7.10133 = 1
1.3.6.1.2.1.2.2.1.7.10134 = 1
1.3.6.1.2.1.2.2.1.7.10135 = 1
1.3.6.1.2.1.2.2.1.7.10136 = 1
1.3.6.1.2.1.2.2.1.7.10137 = 1
1.3.6.1.2.1.2.2.1.7.10138 = 1
1.3.6.1.2.1.2.2.1.7.10139 = 1
1.3.6.1.2.1.2.2.1.7.10140 = 1
1.3.6.1.2.1.2.2.1.7.10141 = 1
1.3.6.1.2.1.2.2.1.7.10142 = 1
1.3.6.1.2.1.2.2.1.7.10143 = 1
1.3.6.1.2.1.2.2.1.7.10144 = 1
1.3.6.1.2.1.2.2.1.7.10145 = 1
1.3.6.1.2.1.2.2.1.7.10146 = 1
1.3.6.1.2.1.2.2.1.7.10147 = 1
1.3.6.1.2.1.2.2.1.7.10148 = 1
1.3.6.1.2.1.2.2.1.7.10301 = 1
1.3.6.1.2.1.2.2.1.7.10302 = 1
1.3.6.1.2.1.2.2.1.7.10303 = 1
1.3.6.1.2.1.2.2.1.7.10304 = 1
1.3.6.1.2.1.2.2.1.7.10401 = 1
1.3.6.1.2.1.2.2.1.7.10402 = 1
1.3.6.1.2.1.2.2.1.7.10601 = 1
1.3.6.1.2.1.2.2.1.7.10602 = 1
1.3.6.1.2.1.2.2.1.7.10603 = 1
1.3.6.1.2.1.2.2.1.7.10604 = 1
1.3.6.1.2.1.2.2.1.7.10605 = 1
1.3.6.1.2.1.2.2.1.7.10606 = 1
1.3.6.1.2.1.2.2.1.7.10607 = 1
1.3.6.1.2.1.2.2.1.7.10608 = 1
1.3.6.1.2.1.2.2.1.7.10609 = 1
1.3.6.1.2.1.2.2.1.7.10610 = 1
1.3.6.1.2.1.2.2.1.7.10611 = 1
1.3.6.1.2.1.2.2.1.7.10612 = 1
1.3.6.1.2.1.2.2.1.7.10613 = 1
1.3.6.1.2.1.2.2.1.7.10614 = 1
1.3.6.1.2.1.2.2.1.7.10615 = 1
1.3.6.1.2.1.2.2.1.7.10616 = 1
1.3.6.1.2.1.2.2.1.7.10617 = 1
1.3.6.1.2.1.2.2.1.7.10618 = 1
1.3.6.1.2.1.2.2.1.7.10619 = 1
1.3.6.1.2.1.2.2.1.7.10620 = 1
1.3.6.1.2.1.2.2.1.7.10621 = 1
1.3.6.1.2.1.2.2.1.7.10622 = 1
1.3.6.1.2.1.2.2.1.7.10623 = 1
1.3.6.1.2.1.2.2.1.7.10624 = 1
1.3.6.1.2.1.2.2.1.7.10625 = 1
1.3.6.1.2.1.2.2.1.7.10626 = 1
1.3.6.1.2.1.2.2.1.7.10627 = 1
1.3.6.1.2.1.2.2.1.7.10628 = 1
1.3.6.1.2.1.2.2.1.7.10629 = 1
1.3.6.1.2.1.2.2.1.7.10630 = 1
1.3.6.1.2.1.2.2.1.7.10631 = 1
1.3.6.1.2.1.2.2.1.7.10632 = 1
1.3.6.1.2.1.2.2.1.7.10633 = 1
1.3.6.1.2.1.2.2.1.7.10634 = 1
1.3.6.1.2.1.2.2.1.7.10635 = 1
1.3.6.1.2.1.2.2.1.7.10636 = 1
1.3.6.1.2.1.2.2.1.7.10637 = 1
1.3.6.1.2.1.2.2.1.7.10638 = 1
1.3.6.1.2.1.2.2.1.7.10639 = 1
1.3.6.1.2.1.2.2.1.7.10640 = 1
1.3.6.1.2.1.2.2.1.7.10641 = 1
1.3.6.1.2.1.2.2.1.7.10642 = 1
1.3.6.1.2.1.2.2.1.7.10643 = 1
1.3.6.1.2.1.2.2.1.7.10644 = 1
1.3.6.1.2.1.2.2.1.7.10645 = 1
1.3.6.1.2.1.2.2.1.7.10646 = 1
1.3.6.1.2.1.2.2.1.7.10647 = 1
1.3.6.1.2.1.2.2.1.7.10648 = 1
1.3.6.1.2.1.2.2.1.7.10801 = 1
1.3.6.1.2.1.2.2.1.7.10802 = 1
1.3.6.1.2.1.2.2.1.7.10803 = 1
1.3.6.1.2.1.2.2.1.7.10804 = 1
1.3.6.1.2.1.2.2.1.7.10901 = 1
1.3.6.1.2.1.2.2.1.7.10902 = 1
1.3.6.1.2.1.2.2.1.7.14501 = 1
1.3.6.1.2.1.2.2.1.7.14502 = 1
1.3.6.1.2.1.2.2.1.8.1 = 2
1.3.6.1.2.1.2.2.1.8.100 = 1
1.3.6.1.2.1.2.2.1.8.5001 = 1
1.3.6.1.2.1.2.2.1.8.5179 = 2
1.3.6.1.2.1.2.2.1.8.5180 = 2
1.3.6.1.2.1.2.2.1.8.5181 = 2
1.3.6.1.2.1.2.2.1.8.5183 = 2
1.3.6.1.2.1.2.2.1.8.5184 = 2
1.3.6.1.2.1.2.2.1.8.10101 = 2
1.3.6.1.2.1.2.2.1.8.10102 = 2
1.3.6.1.2.1.2.2.1.8.10103 = 2
1.3.6.1.2.1.2.2.1.8.10104 = 2
1.3.6.1.2.1.2.2.1.8.10105 = 2
1.3.6.1.2.1.2.2.1.8.10106 = 2
1.3.6.1.2.1.2.2.1.8.10107 = 2
1.3.6.1.2.1.2.2.1.8.10108 = 2
1.3.6.1.2.1.2.2.1.8.10109 = 2
1.3.6.1.2.1.2.2.1.8.10110 = 2
1.3.6.1.2.1.2.2.1.8.10111 = 2
1.3.6.1.2.1.2.2.1.8.10112 = 2
1.3.6.1.2.1.2.2.1.8.10113 = 2
1.3.6.1.2.1.2.2.1.8.10114 = 1
1.3.6.1.2.1.2.2.1.8.10115 = 2
1.3.6.1.2.1.2.2.1.8.10116 = 2
1.3.6.1.2.1.2.2.1.8.10117 = 2
1.3.6.1.2.1.2.2.1.8.10118 = 2
1.3.6.1.2.1.2.2.1.8.10119 = 2
1.3.6.1.2.1.2.2.1.8.10120 = 2
1.3.6.1.2.1.2.2.1.8.10121 = 2
1.3.6.1.2.1.2.2.1.8.10122 = 2
1.3.6.1.2.1.2.2.1.8.10123 = 2
1.3.6.1.2.1.2.2.1.8.10124 = 2
1.3.6.1.2.1.2.2.1.8.10125 = 2
1.3.6.1.2.1.2.2.1.8.10126 = 2
1.3.6.1.2.1.2.2.1.8.10127 = 2
1.3.6.1.2.1.2.2.1.8.10128 = 2
1.3.6.1.2.1.2.2.1.8.10129 = 2
1.3.6.1.2.1.2.2.1.8.10130 = 2
1.3.6.1.2.1.2.2.1.8.10131 = 2
1.3.6.1.2.1.2.2.1.8.10132 = 2
1.3.6.1.2.1.2.2.1.8.10133 = 1
1.3.6.1.2.1.2.2.1.8.10134 = 2
1.3.6.1.2.1.2.2.1.8.10135 = 1
1.3.6.1.2.1.2.2.1.8.10136 = 2
1.3.6.1.2.1.2.2.1.8.10137 = 2
1.3.6.1.2.1.2.2.1.8.10138 = 2
1.3.6.1.2.1.2.2.1.8.10139 = 1
1.3.6.1.2.1.2.2.1.8.10140 = 1
1.3.6.1.2.1.2.2.1.8.10141 = 1
1.3.6.1.2.1.2.2.1.8.10142 = 1
1.3.6.1.2.1.2.2.1.8.10143 = 1
1.3.6.1.2.1.2.2.1.8.10144 = 1
1.3.6.1.2.1.2.2.1.8.10145 = 1
1.3.6.1.2.1.2.2.1.8.10146 = 1
1.3.6.1.2.1.2.2.1.8.10147 = 1
1.3.6.1.2.1.2.2.1.8.10148 = 2
1.3.6.1.2.1.2.2.1.8.10301 = 2
1.3.6.1.2.1.2.2.1.8.10302 = 2
1.3.6.1.2.1.2.2.1.8.10303 = 2
1.3.6.1.2.1.2.2.1.8.10304 = 2
1.3.6.1.2.1.2.2.1.8.10401 = 2
1.3.6.1.2.1.2.2.1.8.10402 = 2
1.3.6.1.2.1.2.2.1.8.10601 = 2
1.3.6.1.2.1.2.2.1.8.10602 = 2
1.3.6.1.2.1.2.2.1.8.10603 = 2
1.3.6.1.2.1.2.2.1.8.10604 = 2
1.3.6.1.2.1.2.2.1.8.10605 = 2
1.3.6.1.2.1.2.2.1.8.10606 = 2
1.3.6.1.2.1.2.2.1.8.10607 = 2
1.3.6.1.2.1.2.2.1.8.10608 = 2
1.3.6.1.2.1.2.2.1.8.10609 = 2
1.3.6.1.2.1.2.2.1.8.10610 = 2
1.3.6.1.2.1.2.2.1.8.10611 = 2
1.3.6.1.2.1.2.2.1.8.10612 = 2
1.3.6.1.2.1.2.2.1.8.10613 = 2
1.3.6.1.2.1.2.2.1.8.10614 = 2
1.3.6.1.2.1.2.2.1.8.10615 = 2
1.3.6.1.2.1.2.2.1.8.10616 = 2
1.3.6.1.2.1.2.2.1.8.10617 = 2
1.3.6.1.2.1.2.2.1.8.10618 = 2
1.3.6.1.2.1.2.2.1.8.10619 = 2
1.3.6.1.2.1.2.2.1.8.10620 = 2
1.3.6.1.2.1.2.2.1.8.10621 = 2
1.3.6.1.2.1.2.2.1.8.10622 = 2
1.3.6.1.2.1.2.2.1.8.10623 = 2
1.3.6.1.2.1.2.2.1.8.10624 = 2
1.3.6.1.2.1.2.2.1.8.10625 = 2
1.3.6.1.2.1.2.2.1.8.10626 = 2
1.3.6.1.2.1.2.2.1.8.10627 = 2
1.3.6.1.2.1.2.2.1.8.10628 = 2
1.3.6.1.2.1.2.2.1.8.10629 = 2
1.3.6.1.2.1.2.2.1.8.10630 = 2
1.3.6.1.2.1.2.2.1.8.10631 = 2
1.3.6.1.2.1.2.2.1.8.10632 = 2
1.3.6.1.2.1.2.2.1.8.10633 = 2
1.3.6.1.2.1.2.2.1.8.10634 = 2
1.3.6.1.2.1.2.2.1.8.10635 = 2
1.3.6.1.2.1.2.2.1.8.10636 = 2
1.3.6.1.2.1.2.2.1.8.10637 = 2
1.3.6.1.2.1.2.2.1.8.10638 = 2
1.3.6.1.2.1.2.2.1.8.10639 = 2
1.3.6.1.2.1.2.2.1.8.10640 = 2
1.3.6.1.2.1.2.2.1.8.10641 = 2
1.3.6.1.2.1.2.2.1.8.10642 = 2
1.3.6.1.2.1.2.2.1.8.10643 = 2
1.3.6.1.2.1.2.2.1.8.10644 = 2
1.3.6.1.2.1.2.2.1.8.10645 = 2
1.3.6.1.2.1.2.2.1.8.10646 = 2
1.3.6.1.2.1.2.2.1.8.10647 = 2
1.3.6.1.2.1.2.2.1.8.10648 = 2
1.3.6.1.2.1.2.2.1.8.10801 = 2
1.3.6.1.2.1.2.2.1.8.10802 = 2
1.3.6.1.2.1.2.2.1.8.10803 = 2
1.3.6.1.2.1.2.2.1.8.10804 = 2
1.3.6.1.2.1.2.2.1.8.10901 = 2
1.3.6.1.2.1.2.2.1.8.10902 = 2
1.3.6.1.2.1.2.2.1.8.14501 = 1
1.3.6.1.2.1.2.2.1.8.14502 = 2
1.3.6.1.2.1.2.2.1.9.1 = 10286
1.3.6.1.2.1.2.2.1.9.100 = 12975
1.3.6.1.2.1.2.2.1.9.5001 = 13232
