SNMP sw2_ethif table:
1.3.6.1.2.1.2.2.1.1.10139 = 10139
1.3.6.1.2.1.2.2.1.1.10140 = 10140
1.3.6.1.2.1.2.2.1.1.10141 = 10141
1.3.6.1.2.1.2.2.1.1.10142 = 10142
1.3.6.1.2.1.2.2.1.1.10143 = 10143
1.3.6.1.2.1.2.2.1.1.10144 = 10144
1.3.6.1.2.1.2.2.1.1.10145 = 10145
1.3.6.1.2.1.2.2.1.1.10146 = 10146
1.3.6.1.2.1.2.2.1.1.10147 = 10147
1.3.6.1.2.1.2.2.1.1.10148 = 10148
1.3.6.1.2.1.2.2.1.1.10301 = 10301
1.3.6.1.2.1.2.2.1.1.10302 = 10302
1.3.6.1.2.1.2.2.1.1.10303 = 10303
1.3.6.1.2.1.2.2.1.1.10304 = 10304
1.3.6.1.2.1.2.2.1.1.10401 = 10401
1.3.6.1.2.1.2.2.1.1.10402 = 10402
1.3.6.1.2.1.2.2.1.1.10601 = 10601
1.3.6.1.2.1.2.2.1.1.10602 = 10602
1.3.6.1.2.1.2.2.1.1.10603 = 10603
1.3.6.1.2.1.2.2.1.1.10604 = 10604
1.3.6.1.2.1.2.2.1.1.10605 = 10605
1.3.6.1.2.1.2.2.1.1.10606 = 10606
1.3.6.1.2.1.2.2.1.1.10607 = 10607
1.3.6.1.2.1.2.2.1.1.10608 = 10608
1.3.6.1.2.1.2.2.1.1.10609 = 10609
1.3.6.1.2.1.2.2.1.1.10610 = 10610
1.3.6.1.2.1.2.2.1.1.10611 = 10611
1.3.6.1.2.1.2.2.1.1.10612 = 10612
1.3.6.1.2.1.2.2.1.1.10613 = 10613
1.3.6.1.2.1.2.2.1.1.10614 = 10614
1.3.6.1.2.1.2.2.1.1.10615 = 10615
1.3.6.1.2.1.2.2.1.1.10616 = 10616
1.3.6.1.2.1.2.2.1.1.10617 = 10617
1.3.6.1.2.1.2.2.1.1.10618 = 10618
1.3.6.1.2.1.2.2.1.1.10619 = 10619
1.3.6.1.2.1.2.2.1.1.10620 = 10620
1.3.6.1.2.1.2.2.1.1.10621 = 10621
1.3.6.1.2.1.2.2.1.1.10622 = 10622
1.3.6.1.2.1.2.2.1.1.10623 = 10623
1.3.6.1.2.1.2.2.1.1.10624 = 10624
1.3.6.1.2.1.2.2.1.1.10625 = 10625
1.3.6.1.2.1.2.2.1.1.10626 = 10626
1.3.6.1.2.1.2.2.1.1.10627 = 10627
1.3.6.1.2.1.2.2.1.1.10628 = 10628
1.3.6.1.2.1.2.2.1.1.10629 = 10629
1.3.6.1.2.1.2.2.1.1.10630 = 10630
1.3.6.1.2.1.2.2.1.1.10631 = 10631
1.3.6.1.2.1.2.2.1.1.10632 = 10632
1.3.6.1.2.1.2.2.1.1.10633 = 10633
1.3.6.1.2.1.2.2.1.1.10634 = 10634
1.3.6.1.2.1.2.2.1.1.10635 = 10635
1.3.6.1.2.1.2.2.1.1.10636 = 10636
1.3.6.1.2.1.2.2.1.1.10637 = 10637
1.3.6.1.2.1.2.2.1.1.10638 = 10638
1.3.6.1.2.1.2.2.1.1.10639 = 10639
1.3.6.1.2.1.2.2.1.1.10640 = 10640
1.3.6.1.2.1.2.2.1.1.10641 = 10641
1.3.6.1.2.1.2.2.1.1.10642 = 10642
1.3.6.1.2.1.2.2.1.1.10643 = 10643
1.3.6.1.2.1.2.2.1.1.10644 = 10644
1.3.6.1.2.1.2.2.1.1.10645 = 10645
1.3.6.1.2.1.2.2.1.1.10646 = 10646
1.3.6.1.2.1.2.2.1.1.10647 = 10647
1.3.6.1.2.1.2.2.1.1.10648 = 10648
1.3.6.1.2.1.2.2.1.1.10801 = 10801
1.3.6.1.2.1.2.2.1.1.10802 = 10802
1.3.6.1.2.1.2.2.1.1.10803 = 10803
1.3.6.1.2.1.2.2.1.1.10804 = 10804
1.3.6.1.2.1.2.2.1.1.10901 = 10901
1.3.6.1.2.1.2.2.1.1.10902 = 10902
1.3.6.1.2.1.2.2.1.1.14501 = 14501
1.3.6.1.2.1.2.2.1.1.14502 = 14502
1.3.6.1.2.1.2.2.1.2.1 = Vlan1
1.3.6.1.2.1.2.2.1.2.100 = Vlan100
1.3.6.1.2.1.2.2.1.2.5001 = Port-channel1
1.3.6.1.2.1.2.2.1.2.5179 = StackPort1
1.3.6.1.2.1.2.2.1.2.5180 = StackSub-St1-1
1.3.6.1.2.1.2.2.1.2.5181 = StackSub-St1-2
1.3.6.1.2.1.2.2.1.2.5183 = StackSub-St2-1
1.3.6.1.2.1.2.2.1.2.5184 = StackSub-St2-2
1.3.6.1.2.1.2.2.1.2.10101 = GigabitEthernet1/0/1
1.3.6.1.2.1.2.2.1.2.10102 = GigabitEthernet1/0/2
1.3.6.1.2.1.2.2.1.2.10103 = GigabitEthernet1/0/3
1.3.6.1.2.1.2.2.1.2.10104 = GigabitEthernet1/0/4
1.3.6.1.2.1.2.2.1.2.10105 = GigabitEthernet1/0/5
1.3.6.1.2.1.2.2.1.2.10106 = GigabitEthernet1/0/6
1.3.6.1.2.1.2.2.1.2.10107 = GigabitEthernet1/0/7
1.3.6.1.2.1.2.2.1.2.10108 = GigabitEthernet1/0/8
1.3.6.1.2.1.2.2.1.2.10109 = GigabitEthernet1/0/9
1.3.6.1.2.1.2.2.1.2.10110 = GigabitEthernet1/0/10
1.3.6.1.2.1.2.2.1.2.10111 = GigabitEthernet1/0/11
1.3.6.1.2.1.2.2.1.2.10112 = GigabitEthernet1/0/12
1.3.6.1.2.1.2.2.1.2.10113 = GigabitEthernet1/0/13
1.3.6.1.2.1.2.2.1.2.10114 = GigabitEthernet1/0/14
1.3.6.1.2.1.2.2.1.2.10115 = GigabitEthernet1/0/15
1.3.6.1.2.1.2.2.1.2.10116 = GigabitEthernet1/0/16
1.3.6.1.2.1.2.2.1.2.10117 = GigabitEthernet1/0/17
1.3.6.1.2.1.2.2.1.2.10118 = GigabitEthernet1/0/18
1.3.6.1.2.1.2.2.1.2.10119 = GigabitEthernet1/0/19
1.3.6.1.2.1.2.2.1.2.10120 = GigabitEthernet1/0/20
1.3.6.1.2.1.2.2.1.2.10121 = GigabitEthernet1/0/21
1.3.6.1.2.1.2.2.1.2.10122 = GigabitEthernet1/0/22
1.3.6.1.2.1.2.2.1.2.10123 = GigabitEthernet1/0/23
1.3.6.1.2.1.2.2.1.2.10124 = GigabitEthernet1/0/24
1.3.6.1.2.1.2.2.1.2.10125 = GigabitEthernet1/0/25
1.3.6.1.2.1.2.2.1.2.10126 = GigabitEthernet1/0/26
1.3.6.1.2.1.2.2.1.2.10127 = GigabitEthernet1/0/27
1.3.6.1.2.1.2.2.1.2.10128 = GigabitEthernet1/0/28
1.3.6.1.2.1.2.2.1.2.10129 = GigabitEthernet1/0/29
1.3.6.1.2.1.2.2.1.2.10130 = GigabitEthernet1/0/30
1.3.6.1.2.1.2.2.1.2.10131 = GigabitEthernet1/0/31
1.3.6.1.2.1.2.2.1.2.10132 = GigabitEthernet1/0/32
1.3.6.1.2.1.2.2.1.2.10133 = GigabitEthernet1/0/33
1.3.6.1.2.1.2.2.1.2.10134 = GigabitEthernet1/0/34
1.3.6.1.2.1.2.2.1.2.10135 = GigabitEthernet1/0/35
1.3.6.1.2.1.2.2.1.2.10136 = GigabitEthernet1/0/36
1.3.6.1.2.1.2.2.1.2.10137 = GigabitEthernet1/0/37
1.3.6.1.2.1.2.2.1.2.10138 = GigabitEthernet1/0/38
1.3.6.1.2.1.2.2.1.2.10139 = GigabitEthernet1/0/39
1.3.6.1.2.1.2.2.1.2.10140 = GigabitEthernet1/0/40
1.3.6.1.2.1.2.2.1.2.10141 = GigabitEthernet1/0/41
1.3.6.1.2.1.2.2.1.2.10142 = GigabitEthernet1/0/42
1.3.6.1.2.1.2.2.1.2.10143 = GigabitEthernet1/0/43
1.3.6.1.2.1.2.2.1.2.10144 = GigabitEthernet1/0/44
1.3.6.1.2.1.2.2.1.2.10145 = GigabitEthernet1/0/45
1.3.6.1.2.1.2.2.1.2.10146 = GigabitEthernet1/0/46
1.3.6.1.2.1.2.2.1.2.10147 = GigabitEthernet1/0/47
1.3.6.1.2.1.2.2.1.2.10148 = GigabitEthernet1/0/48
1.3.6.1.2.1.2.2.1.2.10301 = GigabitEthernet1/1/1
1.3.6.1.2.1.2.2.1.2.10302 = GigabitEthernet1/1/2
1.3.6.1.2.1.2.2.1.2.10303 = GigabitEthernet1/1/3
1.3.6.1.2.1.2.2.1.2.10304 = GigabitEthernet1/1/4
1.3.6.1.2.1.2.2.1.2.10401 = TenGigabitEthernet1/1/1
1.3.6.1.2.1.2.2.1.2.10402 = TenGigabitEthernet1/1/2
1.3.6.1.2.1.2.2.1.2.10601 = GigabitEthernet2/0/1
1.3.6.1.2.1.2.2.1.2.10602 = GigabitEthernet2/0/2
1.3.6.1.2.1.2.2.1.2.10603 = GigabitEthernet2/0/3
1.3.6.1.2.1.2.2.1.2.10604 = GigabitEthernet2/0/4
1.3.6.1.2.1.2.2.1.2.10605 = GigabitEthernet2/0/5
1.3.6.1.2.1.2.2.1.2.10606 = GigabitEthernet2/0/6
1.3.6.1.2.1.2.2.1.2.10607 = GigabitEthernet2/0/7
1.3.6.1.2.1.2.2.1.2.10608 = GigabitEthernet2/0/8
1.3.6.1.2.1.2.2.1.2.10609 = GigabitEthernet2/0/9
1.3.6.1.2.1.2.2.1.2.10610 = GigabitEthernet2/0/10
1.3.6.1.2.1.2.2.1.2.10611 = GigabitEthernet2/0/11
1.3.6.1.2.1.2.2.1.2.10612 = GigabitEthernet2/0/12
1.3.6.1.2.1.2.2.1.2.10613 = GigabitEthernet2/0/13
1.3.6.1.2.1.2.2.1.2.10614 = GigabitEthernet2/0/14
1.3.6.1.2.1.2.2.1.2.10615 = GigabitEthernet2/0/15
1.3.6.1.2.1.2.2.1.2.10616 = GigabitEthernet2/0/16
1.3.6.1.2.1.2.2.1.2.10617 = GigabitEthernet2/0/17
1.3.6.1.2.1.2.2.1.2.10618 = GigabitEthernet2/0/18
1.3.6.1.2.1.2.2.1.2.10619 = GigabitEthernet2/0/19
1.3.6.1.2.1.2.2.1.2.10620 = GigabitEthernet2/0/20
1.3.6.1.2.1.2.2.1.2.10621 = GigabitEthernet2/0/21
1.3.6.1.2.1.2.2.1.2.10622 = GigabitEthernet2/0/22
1.3.6.1.2.1.2.2.1.2.10623 = GigabitEthernet2/0/23
1.3.6.1.2.1.2.2.1.2.10624 = GigabitEthernet2/0/24
1.3.6.1.2.1.2.2.1.2.10625 = GigabitEthernet2/0/25
1.3.6.1.2.1.2.2.1.2.10626 = GigabitEthernet2/0/26
1.3.6.1.2.1.2.2.1.2.10627 = GigabitEthernet2/0/27
1.3.6.1.2.1.2.2.1.2.10628 = GigabitEthernet2/0/28
1.3.6.1.2.1.2.2.1.2.10629 = GigabitEthernet2/0/29
1.3.6.1.2.1.2.2.1.2.10630 = GigabitEthernet2/0/30
1.3.6.1.2.1.2.2.1.2.10631 = GigabitEthernet2/0/31
1.3.6.1.2.1.2.2.1.2.10632 = GigabitEthernet2/0/32
1.3.6.1.2.1.2.2.1.2.10633 = GigabitEthernet2/0/33
1.3.6.1.2.1.2.2.1.2.10634 = GigabitEthernet2/0/34
1.3.6.1.2.1.2.2.1.2.10635 = GigabitEthernet2/0/35
1.3.6.1.2.1.2.2.1.2.10636 = GigabitEthernet2/0/36
1.3.6.1.2.1.2.2.1.2.10637 = GigabitEthernet2/0/37
1.3.6.1.2.1.2.2.1.2.10638 = GigabitEthernet2/0/38
1.3.6.1.2.1.2.2.1.2.10639 = GigabitEthernet2/0/39
1.3.6.1.2.1.2.2.1.2.10640 = GigabitEthernet2/0/40
1.3.6.1.2.1.2.2.1.2.10641 = GigabitEthernet2/0/41
1.3.6.1.2.1.2.2.1.2.10642 = GigabitEthernet2/0/42
1.3.6.1.2.1.2.2.1.2.10643 = GigabitEthernet2/0/43
1.3.6.1.2.1.2.2.1.2.10644 = GigabitEthernet2/0/44
1.3.6.1.2.1.2.2.1.2.10645 = GigabitEthernet2/0/45
1.3.6.1.2.1.2.2.1.2.10646 = GigabitEthernet2/0/46
1.3.6.1.2.1.2.2.1.2.10647 = GigabitEthernet2/0/47
1.3.6.1.2.1.2.2.1.2.10648 = GigabitEthernet2/0/48
1.3.6.1.2.1.2.2.1.2.10801 = GigabitEthernet2/1/1
1.3.6.1.2.1.2.2.1.2.10802 = GigabitEthernet2/1/2
1.3.6.1.2.1.2.2.1.2.10803 = GigabitEthernet2/1/3
1.3.6.1.2.1.2.2.1.2.10804 = GigabitEthernet2/1/4
1.3.6.1.2.1.2.2.1.2.10901 = TenGigabitEthernet2/1/1
1.3.6.1.2.1.2.2.1.2.10902 = TenGigabitEthernet2/1/2
1.3.6.1.2.1.2.2.1.2.14501 = Null0
1.3.6.1.2.1.2.2.1.2.14502 = FastEthernet0
1.3.6.1.2.1.2.2.1.3.1 = 53
1.3.6.1.2.1.2.2.1.3.100 = 53
1.3.6.1.2.1.2.2.1.3.5001 = 53
1.3.6.1.2.1.2.2.1.3.5179 = 53
1.3.6.1.2.1.2.2.1.3.5180 = 53
1.3.6.1.2.1.2.2.1.3.5181 = 53
1.3.6.1.2.1.2.2.1.3.5183 = 53
1.3.6.1.2.1.2.2.1.3.5184 = 53
1.3.6.1.2.1.2.2.1.3.10101 = 6
1.3.6.1.2.1.2.2.1.3.10102 = 6
1.3.6.1.2.1.2.2.1.3.10103 = 6
1.3.6.1.2.1.2.2.1.3.10104 = 6
1.3.6.1.2.1.2.2.1.3.10105 = 6
1.3.6.1.2.1.2.2.1.3.10106 = 6
1.3.6.1.2.1.2.2.1.3.10107 = 6
1.3.6.1.2.1.2.2.1.3.10108 = 6
1.3.6.1.2.1.2.2.1.3.10109 = 6
1.3.6.1.2.1.2.2.1.3.10110 = 6
1.3.6.1.2.1.2.2.1.3.10111 = 6
1.3.6.1.2.1.2.2.1.3.10112 = 6
1.3.6.1.2.1.2.2.1.3.10113 = 6
1.3.6.1.2.1.2.2.1.3.10114 = 6
1.3.6.1.2.1.2.2.1.3.10115 = 6
1.3.6.1.2.1.2.2.1.3.10116 = 6
1.3.6.1.2.1.2.2.1.3.10117 = 6
1.3.6.1.2.1.2.2.1.3.10118 = 6
1.3.6.1.2.1.2.2.1.3.10119 = 6
1.3.6.1.2.1.2.2.1.3.10120 = 6
1.3.6.1.2.1.2.2.1.3.10121 = 6
1.3.6.1.2.1.2.2.1.3.10122 = 6
1.3.6.1.2.1.2.2.1.3.10123 = 6
1.3.6.1.2.1.2.2.1.3.10124 = 6
1.3.6.1.2.1.2.2.1.3.10125 = 6
1.3.6.1.2.1.2.2.1.3.10126 = 6
1.3.6.1.2.1.2.2.1.3.10127 = 6
1.3.6.1.2.1.2.2.1.3.10128 = 6
1.3.6.1.2.1.2.2.1.3.10129 = 6
1.3.6.1.2.1.2.2.1.3.10130 = 6
1.3.6.1.2.1.2.2.1.3.10131 = 6
1.3.6.1.2.1.2.2.1.3.10132 = 6
1.3.6.1.2.1.2.2.1.3.10133 = 6
1.3.6.1.2.1.2.2.1.3.10134 = 6
1.3.6.1.2.1.2.2.1.3.10135 = 6
1.3.6.1.2.1.2.2.1.3.10136 = 6
1.3.6.1.2.1.2.2.1.3.10137 = 6
1.3.6.1.2.1.2.2.1.3.10138 = 6
1.3.6.1.2.1.2.2.1.3.10139 = 6
1.3.6.1.2.1.2.2.1.3.10140 = 6
1.3.6.1.2.1.2.2.1.3.10141 = 6
1.3.6.1.2.1.2.2.1.3.10142 = 6
1.3.6.1.2.1.2.2.1.3.10143 = 6
1.3.6.1.2.1.2.2.1.3.10144 = 6
1.3.6.1.2.1.2.2.1.3.10145 = 6
1.3.6.1.2.1.2.2.1.3.10146 = 6
1.3.6.1.2.1.2.2.1.3.10147 = 6
1.3.6.1.2.1.2.2.1.3.10148 = 6
1.3.6.1.2.1.2.2.1.3.10301 = 6
1.3.6.1.2.1.2.2.1.3.10302 = 6
1.3.6.1.2.1.2.2.1.3.10303 = 6
1.3.6.1.2.1.2.2.1.3.10304 = 6
1.3.6.1.2.1.2.2.1.3.10401 = 6
1.3.6.1.2.1.2.2.1.3.10402 = 6
1.3.6.1.2.1.2.2.1.3.10601 = 6
1.3.6.1.2.1.2.2.1.3.10602 = 6
1.3.6.1.2.1.2.2.1.3.10603 = 6
1.3.6.1.2.1.2.2.1.3.10604 = 6
1.3.6.1.2.1.2.2.1.3.10605 = 6
1.3.6.1.2.1.2.2.1.3.10606 = 6
1.3.6.1.2.1.2.2.1.3.10607 = 6
1.3.6.1.2.1.2.2.1.3.10608 = 6
1.3.6.1.2.1.2.2.1.3.10609 = 6
1.3.6.1.2.1.2.2.1.3.10610 = 6
1.3.6.1.2.1.2.2.1.3.10611 = 6
1.3.6.1.2.1.2.2.1.3.10612 = 6
1.3.6.1.2.1.2.2.1.3.10613 = 6
1.3.6.1.2.1.2.2.1.3.10614 = 6
1.3.6.1.2.1.2.2.1.3.10615 = 6
1.3.6.1.2.1.2.2.1.3.10616 = 6
1.3.6.1.2.1.2.2.1.3.10617 = 6
1.3.6.1.2.1.2.2.1.3.10618 = 6
1.3.6.1.2.1.2.2.1.3.10619 = 6
1.3.6.1.2.1.2.2.1.3.10620 = 6
1.3.6.1.2.1.2.2.1.3.10621 = 6
1.3.6.1.2.1.2.2.1.3.10622 = 6
1.3.6.1.2.1.2.2.1.3.10623 = 6
1.3.6.1.2.1.2.2.1.3.10624 = 6
1.3.6.1.2.1.2.2.1.3.10625 = 6
1.3.6.1.2.1.2.2.1.3.10626 = 6
1.3.6.1.2.1.2.2.1.3.10627 = 6
1.3.6.1.2.1.2.2.1.3.10628 = 6
1.3.6.1.2.1.2.2.1.3.10629 = 6
1.3.6.1.2.1.2.2.1.3.10630 = 6
1.3.6.1.2.1.2.2.1.3.10631 = 6
1.3.6.1.2.1.2.2.1.3.10632 = 6
1.3.6.1.2.1.2.2.1.3.10633 = 6
1.3.6.1.2.1.2.2.1.3.10634 = 6
1.3.6.1.2.1.2.2.1.3.10635 = 6
1.3.6.1.2.1.2.2.1.3.10636 = 6
1.3.6.1.2.1.2.2.1.3.10637 = 6
1.3.6.1.2.1.2.2.1.3.10638 = 6
1.3.6.1.2.1.2.2.1.3.10639 = 6
1.3.6.1.2.1.2.2.1.3.10640 = 6
1.3.6.1.2.1.2.2.1.3.10641 = 6
1.3.6.1.2.1.2.2.1.3.10642 = 6
1.3.6.1.2.1.2.2.1.3.10643 = 6
1.3.6.1.2.1.2.2.1.3.10644 = 6
1.3.6.1.2.1.2.2.1.3.10645 = 6
1.3.6.1.2.1.2.2.1.3.10646 = 6
1.3.6.1.2.1.2.2.1.3.10647 = 6
1.3.6.1.2.1.2.2.1.3.10648 = 6
1.3.6.1.2.1.2.2.1.3.10801 = 6
1.3.6.1.2.1.2.2.1.3.10802 = 6
1.3.6.1.2.1.2.2.1.3.10803 = 6
1.3.6.1.2.1.2.2.1.3.10804 = 6
1.3.6.1.2.1.2.2.1.3.10901 = 6
1.3.6.1.2.1.2.2.1.3.10902 = 6
1.3.6.1.2.1.2.2.1.3.14501 = 1
1.3.6.1.2.1.2.2.1.3.14502 = 6
1.3.6.1.2.1.2.2.1.4.1 = 1500
1.3.6.1.2.1.2.2.1.4.100 = 1500
1.3.6.1.2.1.2.2.1.4.5001 = 9198
1.3.6.1.2.1.2.2.1.4.5179 = 0
1.3.6.1.2.1.2.2.1.4.10101 = 9198
1.3.6.1.2.1.2.2.1.4.10102 = 9198
1.3.6.1.2.1.2.2.1.4.10103 = 9198
1.3.6.1.2.1.2.2.1.4.10104 = 9198
1.3.6.1.2.1.2.2.1.4.10105 = 9198
1.3.6.1.2.1.2.2.1.4.10106 = 9198
1.3.6.1.2.1.2.2.1.4.10107 = 9198
1.3.6.1.2.1.2.2.1.4.10108 = 9198
1.3.6.1.2.1.2.2.1.4.10109 = 9198
1.3.6.1.2.1.2.2.1.4.10110 = 9198
1.3.6.1.2.1.2.2.1.4.10111 = 9198
1.3.6.1.2.1.2.2.1.4.10112 = 9198
1.3.6.1.2.1.2.2.1.4.10113 = 9198
1.3.6.1.2.1.2.2.1.4.10114 = 9198
1.3.6.1.2.1.2.2.1.4.10115 = 9198
1.3.6.1.2.1.2.2.1.4.10116 = 9198
1.3.6.1.2.1.2.2.1.4.10117 = 9198
1.3.6.1.2.1.2.2.1.4.10118 = 9198
1.3.6.1.2.1.2.2.1.4.10119 = 9198
1.3.6.1.2.1.2.2.1.4.10120 = 9198
1.3.6.1.2.1.2.2.1.4.10121 = 9198
1.3.6.1.2.1.2.2.1.4.10122 = 9198
1.3.6.1.2.1.2.2.1.4.10123 = 9198
1.3.6.1.2.1.2.2.1.4.10124 = 9198
1.3.6.1.2.1.2.2.1.4.10125 = 9198
1.3.6.1.2.1.2.2.1.4.10126 = 9198
1.3.6.1.2.1.2.2.1.4.10127 = 9198
1.3.6.1.2.1.2.2.1.4.10128 = 9198
1.3.6.1.2.1.2.2.1.4.10129 = 9198
1.3.6.1.2.1.2.2.1.4.10130 = 9198
1.3.6.1.2.1.2.2.1.4.10131 = 9198
1.3.6.1.2.1.2.2.1.4.10132 = 9198
1.3.6.1.2.1.2.2.1.4.10133 = 9198
1.3.6.1.2.1.2.2.1.4.10134 = 9198
1.3.6.1.2.1.2.2.1.4.10135 = 9198
1.3.6.1.2.1.2.2.1.4.10136 = 9198
1.3.6.1.2.1.2.2.1.4.10137 = 9198
1.3.6.1.2.1.2.2.1.4.10138 = 9198
1.3.6.1.2.1.2.2.1.4.10139 = 9198
1.3.6.1.2.1.2.2.1.4.10140 = 9198
1.3.6.1.2.1.2.2.1.4.10141 = 9198
1.3.6.1.2.1.2.2.1.4.10142 = 9198
1.3.6.1.2.1.2.2.1.4.10143 = 9198
1.3.6.1.2.1.2.2.1.4.10144 = 9198
1.3.6.1.2.1.2.2.1.4.10145 = 9198
1.3.6.1.2.1.2.2.1.4.10146 = 9198
1.3.6.1.2.1.2.2.1.4.10147 = 9198
1.3.6.1.2.1.2.2.1.4.10148 = 9198
1.3.6.1.2.1.2.2.1.4.10301 = 9198
1.3.6.1.2.1.2.2.1.4.10302 = 9198
1.3.6.1.2.1.2.2.1.4.10303 = 9198
1.3.6.1.2.1.2.2.1.4.10304 = 9198
1.3.6.1.2.1.2.2.1.4.10401 = 9198
1.3.6.1.2.1.2.2.1.4.10402 = 9198
1.3.6.1.2.1.2.2.1.4.10601 = 9198
1.3.6.1.2.1.2.2.1.4.10602 = 9198
1.3.6.1.2.1.2.2.1.4.10603 = 9198
1.3.6.1.2.1.2.2.1.4.10604 = 9198
1.3.6.1.2.1.2.2.1.4.10605 = 9198
1.3.6.1.2.1.2.2.1.4.10606 = 9198
1.3.6.1.2.1.2.2.1.4.10607 = 9198
1.3.6.1.2.1.2.2.1.4.10608 = 9198
1.3.6.1.2.1.2.2.1.4.10609 = 9198
1.3.6.1.2.1.2.2.1.4.10610 = 9198
1.3.6.1.2.1.2.2.1.4.10611 = 9198
1.3.6.1.2.1.2.2.1.4.10612 = 9198
1.3.6.1.2.1.2.2.1.4.10613 = 9198
1.3.6.1.2.1.2.2.1.4.10614 = 9198
1.3.6.1.2.1.2.2.1.4.10615 = 9198
1.3.6.1.2.1.2.2.1.4.10616 = 9198
1.3.6.1.2.1.2.2.1.4.10617 = 9198
1.3.6.1.2.1.2.2.1.4.10618 = 9198
1.3.6.1.2.1.2.2.1.4.10619 = 9198
1.3.6.1.2.1.2.2.1.4.10620 = 9198
1.3.6.1.2.1.2.2.1.4.10621 = 9198
1.3.6.1.2.1.2.2.1.4.10622 = 9198
1.3.6.1.2.1.2.2.1.4.10623 = 9198
1.3.6.1.2.1.2.2.1.4.10624 = 9198
1.3.6.1.2.1.2.2.1.4.10625 = 9198
1.3.6.1.2.1.2.2.1.4.10626 = 9198
1.3.6.1.2.1.2.2.1.4.10627 = 9198
1.3.6.1.2.1.2.2.1.4.10628 = 9198
1.3.6.1.2.1.2.2.1.4.10629 = 9198
1.3.6.1.2.1.2.2.1.4.10630 = 9198
1.3.6.1.2.1.2.2.1.4.10631 = 9198
1.3.6.1.2.1.2.2.1.4.10632 = 9198
1.3.6.1.2.1.2.2.1.4.10633 = 9198
1.3.6.1.2.1.2.2.1.4.10634 = 9198
1.3.6.1.2.1.2.2.1.4.10635 = 9198
1.3.6.1.2.1.2.2.1.4.10636 = 9198
1.3.6.1.2.1.2.2.1.4.10637 = 9198
1.3.6.1.2.1.2.2.1.4.10638 = 9198
1.3.6.1.2.1.2.2.1.4.10639 = 9198
1.3.6.1.2.1.2.2.1.4.10640 = 9198
1.3.6.1.2.1.2.2.1.4.10641 = 9198
1.3.6.1.2.1.2.2.1.4.10642 = 9198
1.3.6.1.2.1.2.2.1.4.10643 = 9198
1.3.6.1.2.1.2.2.1.4.10644 = 9198
1.3.6.1.2.1.2.2.1.4.10645 = 9198
1.3.6.1.2.1.2.2.1.4.10646 = 9198
1.3.6.1.2.1.2.2.1.4.10647 = 9198
1.3.6.1.2.1.2.2.1.4.10648 = 9198
1.3.6.1.2.1.2.2.1.4.10801 = 9198
1.3.6.1.2.1.2.2.1.4.10802 = 9198
1.3.6.1.2.1.2.2.1.4.10803 = 9198
