SNMP sw1_ethif table:
1.3.6.1.2.1.2.2.1.5.13 = 1000000000
1.3.6.1.2.1.2.2.1.5.14 = 1000000000
1.3.6.1.2.1.2.2.1.5.15 = 1000000000
1.3.6.1.2.1.2.2.1.5.16 = 1000000000
1.3.6.1.2.1.2.2.1.5.17 = 1000000000
1.3.6.1.2.1.2.2.1.5.18 = 1000000000
1.3.6.1.2.1.2.2.1.5.19 = 1000000000
1.3.6.1.2.1.2.2.1.5.20 = 1000000000
1.3.6.1.2.1.2.2.1.5.21 = 1000000000
1.3.6.1.2.1.2.2.1.5.22 = 1000000000
1.3.6.1.2.1.2.2.1.5.23 = 1000000000
1.3.6.1.2.1.2.2.1.5.24 = 1000000000
1.3.6.1.2.1.2.2.1.5.25 = 1000000000
1.3.6.1.2.1.2.2.1.5.26 = 100000000
1.3.6.1.2.1.2.2.1.5.27 = 1000000000
1.3.6.1.2.1.2.2.1.5.28 = 1000000000
1.3.6.1.2.1.2.2.1.5.29 = 1000000000
1.3.6.1.2.1.2.2.1.5.30 = 1000000000
1.3.6.1.2.1.2.2.1.5.31 = 4294967295
1.3.6.1.2.1.2.2.1.5.32 = 4294967295
1.3.6.1.2.1.2.2.1.5.33 = 4294967295
1.3.6.1.2.1.2.2.1.5.34 = 4294967295
1.3.6.1.2.1.2.2.1.5.35 = 4294967295
1.3.6.1.2.1.2.2.1.5.36 = 4294967295
1.3.6.1.2.1.2.2.1.5.37 = 4294967295
1.3.6.1.2.1.2.2.1.5.38 = 1000000000
1.3.6.1.2.1.2.2.1.5.39 = 4294967295
1.3.6.1.2.1.2.2.1.5.40 = 1000000000
1.3.6.1.2.1.2.2.1.5.41 = 100000000
1.3.6.1.2.1.2.2.1.5.42 = 100000000
1.3.6.1.2.1.2.2.1.5.43 = 100000000
1.3.6.1.2.1.2.2.1.5.45 = 1000000000
1.3.6.1.2.1.2.2.1.5.46 = 1000000000
1.3.6.1.2.1.2.2.1.5.47 = 1000000000
1.3.6.1.2.1.2.2.1.5.48 = 1000000000
1.3.6.1.2.1.2.2.1.5.49 = 1000000000
1.3.6.1.2.1.2.2.1.5.50 = 1000000000
1.3.6.1.2.1.2.2.1.5.51 = 1000000000
1.3.6.1.2.1.2.2.1.5.52 = 1000000000
1.3.6.1.2.1.2.2.1.5.53 = 1000000000
1.3.6.1.2.1.2.2.1.5.54 = 1000000000
1.3.6.1.2.1.2.2.1.5.55 = 1000000000
1.3.6.1.2.1.2.2.1.5.56 = 1000000000
1.3.6.1.2.1.2.2.1.5.57 = 1000000000
1.3.6.1.2.1.2.2.1.5.58 = 1000000000
1.3.6.1.2.1.2.2.1.5.59 = 1000000000
1.3.6.1.2.1.2.2.1.5.60 = 1000000000
1.3.6.1.2.1.2.2.1.5.61 = 1000000000
1.3.6.1.2.1.2.2.1.5.62 = 1000000000
1.3.6.1.2.1.2.2.1.5.63 = 100000000
1.3.6.1.2.1.2.2.1.5.64 = 100000000
1.3.6.1.2.1.2.2.1.5.65 = 1000000000
1.3.6.1.2.1.2.2.1.5.66 = 1000000000
1.3.6.1.2.1.2.2.1.5.67 = 1000000000
1.3.6.1.2.1.2.2.1.5.68 = 2000000000
1.3.6.1.2.1.2.2.1.5.69 = 2000000000
1.3.6.1.2.1.2.2.1.5.70 = 2000000000
1.3.6.1.2.1.2.2.1.5.71 = 1000000000
1.3.6.1.2.1.2.2.1.5.72 = 1000000000
1.3.6.1.2.1.2.2.1.5.75 = 1000000000
1.3.6.1.2.1.2.2.1.5.76 = 1000000000
1.3.6.1.2.1.2.2.1.5.77 = 1000000000
1.3.6.1.2.1.2.2.1.5.78 = 4294967295
1.3.6.1.2.1.2.2.1.5.79 = 4294967295
1.3.6.1.2.1.2.2.1.5.80 = 4294967295
1.3.6.1.2.1.2.2.1.5.81 = 4294967295
1.3.6.1.2.1.2.2.1.5.82 = 4294967295
1.3.6.1.2.1.2.2.1.5.83 = 4294967295
1.3.6.1.2.1.2.2.1.5.84 = 4294967295
1.3.6.1.2.1.2.2.1.5.85 = 4294967295
1.3.6.1.2.1.2.2.1.5.86 = 4294967295
1.3.6.1.2.1.2.2.1.5.87 = 4294967295
1.3.6.1.2.1.2.2.1.5.88 = 4294967295
1.3.6.1.2.1.2.2.1.5.89 = 4294967295
1.3.6.1.2.1.2.2.1.5.90 = 4294967295
1.3.6.1.2.1.2.2.1.5.91 = 4294967295
1.3.6.1.2.1.2.2.1.5.92 = 4294967295
1.3.6.1.2.1.2.2.1.5.93 = 4294967295
1.3.6.1.2.1.2.2.1.5.94 = 4294967295
1.3.6.1.2.1.2.2.1.5.95 = 4294967295
1.3.6.1.2.1.2.2.1.5.96 = 4294967295
1.3.6.1.2.1.2.2.1.5.97 = 4294967295
1.3.6.1.2.1.2.2.1.5.98 = 4294967295
1.3.6.1.2.1.2.2.1.5.99 = 4294967295
1.3.6.1.2.1.2.2.1.5.100 = 4294967295
1.3.6.1.2.1.2.2.1.5.101 = 4294967295
1.3.6.1.2.1.2.2.1.5.102 = 4294967295
1.3.6.1.2.1.2.2.1.5.103 = 4294967295
1.3.6.1.2.1.2.2.1.5.104 = 4294967295
1.3.6.1.2.1.2.2.1.5.105 = 4294967295
1.3.6.1.2.1.2.2.1.5.106 = 4294967295
1.3.6.1.2.1.2.2.1.5.107 = 4294967295
1.3.6.1.2.1.2.2.1.5.108 = 4294967295
1.3.6.1.2.1.2.2.1.5.109 = 4294967295
1.3.6.1.2.1.2.2.1.5.110 = 4294967295
1.3.6.1.2.1.2.2.1.5.111 = 4294967295
1.3.6.1.2.1.2.2.1.5.112 = 4294967295
1.3.6.1.2.1.2.2.1.5.113 = 4294967295
1.3.6.1.2.1.2.2.1.5.114 = 4294967295
1.3.6.1.2.1.2.2.1.5.115 = 1000000000
1.3.6.1.2.1.2.2.1.5.116 = 1000000000
1.3.6.1.2.1.2.2.1.5.117 = 1000000000
1.3.6.1.2.1.2.2.1.5.118 = 4294967295
1.3.6.1.2.1.2.2.1.5.119 = 4294967295
1.3.6.1.2.1.2.2.1.5.120 = 4294967295
1.3.6.1.2.1.2.2.1.5.121 = 1000000000
1.3.6.1.2.1.2.2.1.5.122 = 1000000000
1.3.6.1.2.1.2.2.1.5.123 = 1000000000
1.3.6.1.2.1.2.2.1.5.124 = 1000000000
1.3.6.1.2.1.2.2.1.5.125 = 4294967295
1.3.6.1.2.1.2.2.1.6.1 = 0x88908d1b1780
1.3.6.1.2.1.2.2.1.6.2 = 
1.3.6.1.2.1.2.2.1.6.3 = 0x88908d1b1781
1.3.6.1.2.1.2.2.1.6.4 = 0x88908d1b1782
1.3.6.1.2.1.2.2.1.6.5 = 0x88908d1b1783
1.3.6.1.2.1.2.2.1.6.6 = 0x88908d1b1784
1.3.6.1.2.1.2.2.1.6.7 = 0x88908d1b1785
1.3.6.1.2.1.2.2.1.6.8 = 0x88908d1b1786
1.3.6.1.2.1.2.2.1.6.9 = 0x88908d1b1787
1.3.6.1.2.1.2.2.1.6.10 = 0x88908d1b1788
1.3.6.1.2.1.2.2.1.6.11 = 0x88908d1b1789
1.3.6.1.2.1.2.2.1.6.12 = 0x88908d1b178a
1.3.6.1.2.1.2.2.1.6.13 = 0x88908d1b178b
1.3.6.1.2.1.2.2.1.6.14 = 0x88908d1b178c
1.3.6.1.2.1.2.2.1.6.15 = 0x88908d1b178d
1.3.6.1.2.1.2.2.1.6.16 = 0x88908d1b178e
1.3.6.1.2.1.2.2.1.6.17 = 0x88908d1b178f
1.3.6.1.2.1.2.2.1.6.18 = 0x88908d1b1790
1.3.6.1.2.1.2.2.1.6.19 = 0x88908d1b1791
1.3.6.1.2.1.2.2.1.6.20 = 0x88908d1b1792
1.3.6.1.2.1.2.2.1.6.21 = 0x88908d1b1793
1.3.6.1.2.1.2.2.1.6.22 = 0x88908d1b1794
1.3.6.1.2.1.2.2.1.6.23 = 0x88908d1b1795
1.3.6.1.2.1.2.2.1.6.24 = 0x88908d1b1796
1.3.6.1.2.1.2.2.1.6.25 = 0x88908d1b1797
1.3.6.1.2.1.2.2.1.6.26 = 0x88908d1b1798
1.3.6.1.2.1.2.2.1.6.27 = 0x88908d1b1799
1.3.6.1.2.1.2.2.1.6.28 = 0x88908d1b179a
1.3.6.1.2.1.2.2.1.6.29 = 0x88908d1b179b
1.3.6.1.2.1.2.2.1.6.30 = 0x88908d1b179c
1.3.6.1.2.1.2.2.1.6.31 = 0x88908d1b179d
1.3.6.1.2.1.2.2.1.6.32 = 0x88908d1b179e
1.3.6.1.2.1.2.2.1.6.33 = 0x88908d1b179f
1.3.6.1.2.1.2.2.1.6.34 = 0x88908d1b17a0
1.3.6.1.2.1.2.2.1.6.35 = 
1.3.6.1.2.1.2.2.1.6.36 = 
1.3.6.1.2.1.2.2.1.6.37 = 
1.3.6.1.2.1.2.2.1.6.38 = 0x88908d1b17c7
1.3.6.1.2.1.2.2.1.6.39 = 
1.3.6.1.2.1.2.2.1.6.40 = 0x88908d1b1797
1.3.6.1.2.1.2.2.1.6.41 = 0x88908d1b1796
1.3.6.1.2.1.2.2.1.6.42 = 0x88908d1b17a0
1.3.6.1.2.1.2.2.1.6.43 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.45 = 0x88908d1b17d6
1.3.6.1.2.1.2.2.1.6.46 = 0x88908d1b17e8
1.3.6.1.2.1.2.2.1.6.47 = 0x88908d1b17c4
1.3.6.1.2.1.2.2.1.6.48 = 0x88908d1b17c1
1.3.6.1.2.1.2.2.1.6.49 = 0x88908d1b17f1
1.3.6.1.2.1.2.2.1.6.50 = 0x88908d1b17e5
1.3.6.1.2.1.2.2.1.6.51 = 0x88908d1b17d5
1.3.6.1.2.1.2.2.1.6.52 = 0x88908d1b17d9
1.3.6.1.2.1.2.2.1.6.53 = 0x88908d1b17e8
1.3.6.1.2.1.2.2.1.6.54 = 0x88908d1b17e5
1.3.6.1.2.1.2.2.1.6.55 = 0x88908d1b17d1
1.3.6.1.2.1.2.2.1.6.56 = 0x88908d1b17c1
1.3.6.1.2.1.2.2.1.6.57 = 0x88908d1b17cd
1.3.6.1.2.1.2.2.1.6.58 = 0x88908d1b17dd
1.3.6.1.2.1.2.2.1.6.59 = 0x88908d1b17e9
1.3.6.1.2.1.2.2.1.6.60 = 0x88908d1b17f9
1.3.6.1.2.1.2.2.1.6.61 = 0x88908d1b17cd
1.3.6.1.2.1.2.2.1.6.62 = 0x88908d1b17e2
1.3.6.1.2.1.2.2.1.6.63 = 0x88908d1b1786
1.3.6.1.2.1.2.2.1.6.64 = 0x000000000000
1.3.6.1.2.1.2.2.1.6.65 = 0x88908d1b17d5
1.3.6.1.2.1.2.2.1.6.66 = 0x88908d1b17d5
1.3.6.1.2.1.2.2.1.6.67 = 0x88908d1b17c5
1.3.6.1.2.1.2.2.1.6.68 = 0x88908d1b1790
1.3.6.1.2.1.2.2.1.6.69 = 0x88908d1b1792
1.3.6.1.2.1.2.2.1.6.70 = 0x88908d1b1794
1.3.6.1.2.1.2.2.1.6.71 = 0x88908d1b17d4
1.3.6.1.2.1.2.2.1.6.72 = 0x88908d1b17c5
1.3.6.1.2.1.2.2.1.6.75 = 0x88908d1b17c9
1.3.6.1.2.1.2.2.1.6.76 = 0x88908d1b17d9
1.3.6.1.2.1.2.2.1.6.77 = 0x88908d1b17d5
1.3.6.1.2.1.2.2.1.6.78 = 
1.3.6.1.2.1.2.2.1.6.79 = 
1.3.6.1.2.1.2.2.1.6.80 = 
1.3.6.1.2.1.2.2.1.6.81 = 
1.3.6.1.2.1.2.2.1.6.82 = 
1.3.6.1.2.1.2.2.1.6.83 = 
1.3.6.1.2.1.2.2.1.6.84 = 
1.3.6.1.2.1.2.2.1.6.85 = 
1.3.6.1.2.1.2.2.1.6.86 = 
1.3.6.1.2.1.2.2.1.6.87 = 
1.3.6.1.2.1.2.2.1.6.88 = 
1.3.6.1.2.1.2.2.1.6.89 = 
1.3.6.1.2.1.2.2.1.6.90 = 
1.3.6.1.2.1.2.2.1.6.91 = 
1.3.6.1.2.1.2.2.1.6.92 = 
1.3.6.1.2.1.2.2.1.6.93 = 
1.3.6.1.2.1.2.2.1.6.94 = 
1.3.6.1.2.1.2.2.1.6.95 = 
1.3.6.1.2.1.2.2.1.6.96 = 
1.3.6.1.2.1.2.2.1.6.97 = 
1.3.6.1.2.1.2.2.1.6.98 = 
1.3.6.1.2.1.2.2.1.6.99 = 
1.3.6.1.2.1.2.2.1.6.100 = 
1.3.6.1.2.1.2.2.1.6.101 = 
1.3.6.1.2.1.2.2.1.6.102 = 
1.3.6.1.2.1.2.2.1.6.103 = 
1.3.6.1.2.1.2.2.1.6.104 = 
1.3.6.1.2.1.2.2.1.6.105 = 
1.3.6.1.2.1.2.2.1.6.106 = 
1.3.6.1.2.1.2.2.1.6.107 = 
1.3.6.1.2.1.2.2.1.6.108 = 
1.3.6.1.2.1.2.2.1.6.109 = 
1.3.6.1.2.1.2.2.1.6.110 = 
1.3.6.1.2.1.2.2.1.6.111 = 
1.3.6.1.2.1.2.2.1.6.112 = 
1.3.6.1.2.1.2.2.1.6.113 = 
1.3.6.1.2.1.2.2.1.6.114 = 
1.3.6.1.2.1.2.2.1.6.115 = 0x88908d1b17c0
1.3.6.1.2.1.2.2.1.6.116 = 0x88908d1b17f2
1.3.6.1.2.1.2.2.1.6.117 = 0x88908d1b17ec
1.3.6.1.2.1.2.2.1.6.118 = 
1.3.6.1.2.1.2.2.1.6.119 = 
1.3.6.1.2.1.2.2.1.6.120 = 
1.3.6.1.2.1.2.2.1.6.121 = 0x88908d1b17d2
1.3.6.1.2.1.2.2.1.6.122 = 0x88908d1b17de
1.3.6.1.2.1.2.2.1.6.123 = 0x88908d1b17c8
1.3.6.1.2.1.2.2.1.6.124 = 0x88908d1b17fe
1.3.6.1.2.1.2.2.1.6.125 = 
1.3.6.1.2.1.2.2.1.7.1 = 1
1.3.6.1.2.1.2.2.1.7.2 = 1
1.3.6.1.2.1.2.2.1.7.3 = 1
1.3.6.1.2.1.2.2.1.7.4 = 2
1.3.6.1.2.1.2.2.1.7.5 = 2
1.3.6.1.2.1.2.2.1.7.6 = 1
1.3.6.1.2.1.2.2.1.7.7 = 1
1.3.6.1.2.1.2.2.1.7.8 = 1
1.3.6.1.2.1.2.2.1.7.9 = 1
1.3.6.1.2.1.2.2.1.7.10 = 1
1.3.6.1.2.1.2.2.1.7.11 = 1
1.3.6.1.2.1.2.2.1.7.12 = 1
1.3.6.1.2.1.2.2.1.7.13 = 1
1.3.6.1.2.1.2.2.1.7.14 = 1
1.3.6.1.2.1.2.2.1.7.15 = 1
1.3.6.1.2.1.2.2.1.7.16 = 1
1.3.6.1.2.1.2.2.1.7.17 = 1
1.3.6.1.2.1.2.2.1.7.18 = 1
1.3.6.1.2.1.2.2.1.7.19 = 1
1.3.6.1.2.1.2.2.1.7.20 = 1
1.3.6.1.2.1.2.2.1.7.21 = 1
1.3.6.1.2.1.2.2.1.7.22 = 1
1.3.6.1.2.1.2.2.1.7.23 = 1
1.3.6.1.2.1.2.2.1.7.24 = 1
1.3.6.1.2.1.2.2.1.7.25 = 1
1.3.6.1.2.1.2.2.1.7.26 = 1
1.3.6.1.2.1.2.2.1.7.27 = 1
1.3.6.1.2.1.2.2.1.7.28 = 1
1.3.6.1.2.1.2.2.1.7.29 = 1
1.3.6.1.2.1.2.2.1.7.30 = 1
1.3.6.1.2.1.2.2.1.7.31 = 1
1.3.6.1.2.1.2.2.1.7.32 = 1
1.3.6.1.2.1.2.2.1.7.33 = 1
1.3.6.1.2.1.2.2.1.7.34 = 1
1.3.6.1.2.1.2.2.1.7.35 = 1
1.3.6.1.2.1.2.2.1.7.36 = 2
1.3.6.1.2.1.2.2.1.7.37 = 2
1.3.6.1.2.1.2.2.1.7.38 = 1
1.3.6.1.2.1.2.2.1.7.39 = 1
1.3.6.1.2.1.2.2.1.7.40 = 1
1.3.6.1.2.1.2.2.1.7.41 = 1
1.3.6.1.2.1.2.2.1.7.42 = 1
1.3.6.1.2.1.2.2.1.7.43 = 1
1.3.6.1.2.1.2.2.1.7.45 = 1
1.3.6.1.2.1.2.2.1.7.46 = 1
1.3.6.1.2.1.2.2.1.7.47 = 1
1.3.6.1.2.1.2.2.1.7.48 = 1
1.3.6.1.2.1.2.2.1.7.49 = 1
1.3.6.1.2.1.2.2.1.7.50 = 1
1.3.6.1.2.1.2.2.1.7.51 = 1
1.3.6.1.2.1.2.2.1.7.52 = 1
1.3.6.1.2.1.2.2.1.7.53 = 1
1.3.6.1.2.1.2.2.1.7.54 = 1
1.3.6.1.2.1.2.2.1.7.55 = 1
1.3.6.1.2.1.2.2.1.7.56 = 1
1.3.6.1.2.1.2.2.1.7.57 = 1
1.3.6.1.2.1.2.2.1.7.58 = 1
1.3.6.1.2.1.2.2.1.7.59 = 1
1.3.6.1.2.1.2.2.1.7.60 = 1
1.3.6.1.2.1.2.2.1.7.61 = 1
1.3.6.1.2.1.2.2.1.7.62 = 2
1.3.6.1.2.1.2.2.1.7.63 = 1
1.3.6.1.2.1.2.2.1.7.64 = 1
1.3.6.1.2.1.2.2.1.7.65 = 1
1.3.6.1.2.1.2.2.1.7.66 = 1
1.3.6.1.2.1.2.2.1.7.67 = 1
1.3.6.1.2.1.2.2.1.7.68 = 1
1.3.6.1.2.1.2.2.1.7.69 = 1
1.3.6.1.2.1.2.2.1.7.70 = 1
1.3.6.1.2.1.2.2.1.7.71 = 1
1.3.6.1.2.1.2.2.1.7.72 = 1
1.3.6.1.2.1.2.2.1.7.75 = 1
1.3.6.1.2.1.2.2.1.7.76 = 1
1.3.6.1.2.1.2.2.1.7.77 = 1
1.3.6.1.2.1.2.2.1.7.78 = 3
1.3.6.1.2.1.2.2.1.7.79 = 3
1.3.6.1.2.1.2.2.1.7.80 = 3
1.3.6.1.2.1.2.2.1.7.81 = 3
1.3.6.1.2.1.2.2.1.7.82 = 3
1.3.6.1.2.1.2.2.1.7.83 = 3
1.3.6.1.2.1.2.2.1.7.84 = 3
1.3.6.1.2.1.2.2.1.7.85 = 3
1.3.6.1.2.1.2.2.1.7.86 = 3
1.3.6.1.2.1.2.2.1.7.87 = 3
1.3.6.1.2.1.2.2.1.7.88 = 3
1.3.6.1.2.1.2.2.1.7.89 = 3
1.3.6.1.2.1.2.2.1.7.90 = 3
1.3.6.1.2.1.2.2.1.7.91 = 3
1.3.6.1.2.1.2.2.1.7.92 = 3
1.3.6.1.2.1.2.2.1.7.93 = 3
1.3.6.1.2.1.2.2.1.7.94 = 3
1.3.6.1.2.1.2.2.1.7.95 = 3
1.3.6.1.2.1.2.2.1.7.96 = 3
1.3.6.1.2.1.2.2.1.7.97 = 3
1.3.6.1.2.1.2.2.1.7.98 = 3
1.3.6.1.2.1.2.2.1.7.99 = 3
1.3.6.1.2.1.2.2.1.7.100 = 3
1.3.6.1.2.1.2.2.1.7.101 = 3
1.3.6.1.2.1.2.2.1.7.102 = 3
1.3.6.1.2.1.2.2.1.7.103 = 3
1.3.6.1.2.1.2.2.1.7.104 = 3
1.3.6.1.2.1.2.2.1.7.105 = 3
1.3.6.1.2.1.2.2.1.7.106 = 3
1.3.6.1.2.1.2.2.1.7.107 = 3
1.3.6.1.2.1.2.2.1.7.108 = 3
1.3.6.1.2.1.2.2.1.7.109 = 3
1.3.6.1.2.1.2.2.1.7.110 = 3
1.3.6.1.2.1.2.2.1.7.111 = 3
1.3.6.1.2.1.2.2.1.7.112 = 3
1.3.6.1.2.1.2.2.1.7.113 = 3
1.3.6.1.2.1.2.2.1.7.114 = 3
1.3.6.1.2.1.2.2.1.7.115 = 1
1.3.6.1.2.1.2.2.1.7.116 = 1
1.3.6.1.2.1.2.2.1.7.117 = 1
1.3.6.1.2.1.2.2.1.7.118 = 3
1.3.6.1.2.1.2.2.1.7.119 = 3
1.3.6.1.2.1.2.2.1.7.120 = 3
1.3.6.1.2.1.2.2.1.7.121 = 1
1.3.6.1.2.1.2.2.1.7.122 = 1
1.3.6.1.2.1.2.2.1.7.123 = 1
1.3.6.1.2.1.2.2.1.7.124 = 1
1.3.6.1.2.1.2.2.1.7.125 = 3
1.3.6.1.2.1.2.2.1.8.1 = 2
1.3.6.1.2.1.2.2.1.8.2 = 1
1.3.6.1.2.1.2.2.1.8.3 = 1
1.3.6.1.2.1.2.2.1.8.4 = 2
1.3.6.1.2.1.2.2.1.8.5 = 2
1.3.6.1.2.1.2.2.1.8.6 = 2
1.3.6.1.2.1.2.2.1.8.7 = 2
1.3.6.1.2.1.2.2.1.8.8 = 2
1.3.6.1.2.1.2.2.1.8.9 = 2
1.3.6.1.2.1.2.2.1.8.10 = 2
1.3.6.1.2.1.2.2.1.8.11 = 2
1.3.6.1.2.1.2.2.1.8.12 = 2
1.3.6.1.2.1.2.2.1.8.13 = 1
1.3.6.1.2.1.2.2.1.8.14 = 2
1.3.6.1.2.1.2.2.1.8.15 = 2
1.3.6.1.2.1.2.2.1.8.16 = 1
1.3.6.1.2.1.2.2.1.8.17 = 1
1.3.6.1.2.1.2.2.1.8.18 = 1
1.3.6.1.2.1.2.2.1.8.19 = 1
1.3.6.1.2.1.2.2.1.8.20 = 1
1.3.6.1.2.1.2.2.1.8.21 = 1
1.3.6.1.2.1.2.2.1.8.22 = 1
1.3.6.1.2.1.2.2.1.8.23 = 2
1.3.6.1.2.1.2.2.1.8.24 = 2
1.3.6.1.2.1.2.2.1.8.25 = 1
1.3.6.1.2.1.2.2.1.8.26 = 2
1.3.6.1.2.1.2.2.1.8.27 = 2
1.3.6.1.2.1.2.2.1.8.28 = 2
1.3.6.1.2.1.2.2.1.8.29 = 2
1.3.6.1.2.1.2.2.1.8.30 = 2
1.3.6.1.2.1.2.2.1.8.31 = 2
1.3.6.1.2.1.2.2.1.8.32 = 2
1.3.6.1.2.1.2.2.1.8.33 = 2
1.3.6.1.2.1.2.2.1.8.34 = 2
1.3.6.1.2.1.2.2.1.8.35 = 1
1.3.6.1.2.1.2.2.1.8.36 = 2
1.3.6.1.2.1.2.2.1.8.37 = 2
1.3.6.1.2.1.2.2.1.8.38 = 1
1.3.6.1.2.1.2.2.1.8.39 = 1
1.3.6.1.2.1.2.2.1.8.40 = 1
1.3.6.1.2.1.2.2.1.8.41 = 2
1.3.6.1.2.1.2.2.1.8.42 = 2
1.3.6.1.2.1.2.2.1.8.43 = 2
1.3.6.1.2.1.2.2.1.8.45 = 1
1.3.6.1.2.1.2.2.1.8.46 = 1
1.3.6.1.2.1.2.2.1.8.47 = 1
1.3.6.1.2.1.2.2.1.8.48 = 1
1.3.6.1.2.1.2.2.1.8.49 = 1
1.3.6.1.2.1.2.2.1.8.50 = 1
1.3.6.1.2.1.2.2.1.8.51 = 1
1.3.6.1.2.1.2.2.1.8.52 = 1
1.3.6.1.2.1.2.2.1.8.53 = 1
1.3.6.1.2.1.2.2.1.8.54 = 1
1.3.6.1.2.1.2.2.1.8.55 = 1
1.3.6.1.2.1.2.2.1.8.56 = 1
1.3.6.1.2.1.2.2.1.8.57 = 1
1.3.6.1.2.1.2.2.1.8.58 = 1
1.3.6.1.2.1.2.2.1.8.59 = 1
1.3.6.1.2.1.2.2.1.8.60 = 1
1.3.6.1.2.1.2.2.1.8.61 = 1
1.3.6.1.2.1.2.2.1.8.62 = 2
1.3.6.1.2.1.2.2.1.8.63 = 2
1.3.6.1.2.1.2.2.1.8.64 = 2
1.3.6.1.2.1.2.2.1.8.65 = 1
1.3.6.1.2.1.2.2.1.8.66 = 1
1.3.6.1.2.1.2.2.1.8.67 = 1
1.3.6.1.2.1.2.2.1.8.68 = 1
1.3.6.1.2.1.2.2.1.8.69 = 1
1.3.6.1.2.1.2.2.1.8.70 = 1
1.3.6.1.2.1.2.2.1.8.71 = 1
1.3.6.1.2.1.2.2.1.8.72 = 1
1.3.6.1.2.1.2.2.1.8.75 = 1
1.3.6.1.2.1.2.2.1.8.76 = 1
1.3.6.1.2.1.2.2.1.8.77 = 1
1.3.6.1.2.1.2.2.1.8.78 = 4
1.3.6.1.2.1.2.2.1.8.79 = 4
1.3.6.1.2.1.2.2.1.8.80 = 4
1.3.6.1.2.1.2.2.1.8.81 = 4
1.3.6.1.2.1.2.2.1.8.82 = 4
1.3.6.1.2.1.2.2.1.8.83 = 4
1.3.6.1.2.1.2.2.1.8.84 = 4
1.3.6.1.2.1.2.2.1.8.85 = 4
1.3.6.1.2.1.2.2.1.8.86 = 4
1.3.6.1.2.1.2.2.1.8.87 = 4
1.3.6.1.2.1.2.2.1.8.88 = 4
1.3.6.1.2.1.2.2.1.8.89 = 4
1.3.6.1.2.1.2.2.1.8.90 = 4
1.3.6.1.2.1.2.2.1.8.91 = 4
1.3.6.1.2.1.2.2.1.8.92 = 4
1.3.6.1.2.1.2.2.1.8.93 = 4
1.3.6.1.2.1.2.2.1.8.94 = 4
1.3.6.1.2.1.2.2.1.8.95 = 4
1.3.6.1.2.1.2.2.1.8.96 = 4
1.3.6.1.2.1.2.2.1.8.97 = 4
1.3.6.1.2.1.2.2.1.8.98 = 4
1.3.6.1.2.1.2.2.1.8.99 = 4
1.3.6.1.2.1.2.2.1.8.100 = 4
1.3.6.1.2.1.2.2.1.8.101 = 4
1.3.6.1.2.1.2.2.1.8.102 = 4
1.3.6.1.2.1.2.2.1.8.103 = 4
1.3.6.1.2.1.2.2.1.8.104 = 4
1.3.6.1.2.1.2.2.1.8.105 = 4
1.3.6.1.2.1.2.2.1.8.106 = 4
1.3.6.1.2.1.2.2.1.8.107 = 4
1.3.6.1.2.1.2.2.1.8.108 = 4
1.3.6.1.2.1.2.2.1.8.109 = 4
1.3.6.1.2.1.2.2.1.8.110 = 4
1.3.6.1.2.1.2.2.1.8.111 = 4
1.3.6.1.2.1.2.2.1.8.112 = 4
1.3.6.1.2.1.2.2.1.8.113 = 4
1.3.6.1.2.1.2.2.1.8.114 = 4
1.3.6.1.2.1.2.2.1.8.115 = 1
1.3.6.1.2.1.2.2.1.8.116 = 1
1.3.6.1.2.1.2.2.1.8.117 = 1
1.3.6.1.2.1.2.2.1.8.118 = 4
1.3.6.1.2.1.2.2.1.8.119 = 4
1.3.6.1.2.1.2.2.1.8.120 = 4
1.3.6.1.2.1.2.2.1.8.121 = 1
1.3.6.1.2.1.2.2.1.8.122 = 1
1.3.6.1.2.1.2.2.1.8.123 = 1
1.3.6.1.2.1.2.2.1.8.124 = 1
1.3.6.1.2.1.2.2.1.8.125 = 4
1.3.6.1.2.1.2.2.1.9.1 = 4605
1.3.6.1.2.1.2.2.1.9.2 = 0
1.3.6.1.2.1.2.2.1.9.3 = 6773
1.3.6.1.2.1.2.2.1.9.4 = 4914
1.3.6.1.2.1.2.2.1.9.5 = 4914
1.3.6.1.2.1.2.2.1.9.6 = 48553994
1.3.6.1.2.1.2.2.1.9.7 = 48553998
1.3.6.1.2.1.2.2.1.9.8 = 48553999
1.3.6.1.2.1.2.2.1.9.9 = 4981
1.3.6.1.2.1.2.2.1.9.10 = 4982
1.3.6.1.2.1.2.2.1.9.11 = 4982
1.3.6.1.2.1.2.2.1.9.12 = 4982
1.3.6.1.2.1.2.2.1.9.13 = 145434092
1.3.6.1.2.1.2.2.1.9.14 = 4982
1.3.6.1.2.1.2.2.1.9.15 = 4982
1.3.6.1.2.1.2.2.1.9.16 = 7172
1.3.6.1.2.1.2.2.1.9.17 = 733367
1.3.6.1.2.1.2.2.1.9.18 = 733408
1.3.6.1.2.1.2.2.1.9.19 = 734207
1.3.6.1.2.1.2.2.1.9.20 = 734284
1.3.6.1.2.1.2.2.1.9.21 = 734337
1.3.6.1.2.1.2.2.1.9.22 = 734409
1.3.6.1.2.1.2.2.1.9.23 = 117501980
1.3.6.1.2.1.2.2.1.9.24 = 117501983
1.3.6.1.2.1.2.2.1.9.25 = 7429
