SNMP sw1_ethif table:
1.3.6.1.2.1.2.2.1.9.26 = 11511997
1.3.6.1.2.1.2.2.1.9.27 = 117501912
1.3.6.1.2.1.2.2.1.9.28 = 117501974
1.3.6.1.2.1.2.2.1.9.29 = 5284
1.3.6.1.2.1.2.2.1.9.30 = 5284
1.3.6.1.2.1.2.2.1.9.31 = 5286
1.3.6.1.2.1.2.2.1.9.32 = 5286
1.3.6.1.2.1.2.2.1.9.33 = 48553927
1.3.6.1.2.1.2.2.1.9.34 = 48553990
1.3.6.1.2.1.2.2.1.9.35 = 3037
1.3.6.1.2.1.2.2.1.9.36 = 0
1.3.6.1.2.1.2.2.1.9.37 = 0
1.3.6.1.2.1.2.2.1.9.38 = 7648
1.3.6.1.2.1.2.2.1.9.39 = 4575
1.3.6.1.2.1.2.2.1.9.40 = 7629
1.3.6.1.2.1.2.2.1.9.41 = 117501985
1.3.6.1.2.1.2.2.1.9.42 = 48553991
1.3.6.1.2.1.2.2.1.9.43 = 4603
1.3.6.1.2.1.2.2.1.9.45 = 7648
1.3.6.1.2.1.2.2.1.9.46 = 7648
1.3.6.1.2.1.2.2.1.9.47 = 6918
1.3.6.1.2.1.2.2.1.9.48 = 7648
1.3.6.1.2.1.2.2.1.9.49 = 7648
1.3.6.1.2.1.2.2.1.9.50 = 7648
1.3.6.1.2.1.2.2.1.9.51 = 7653
1.3.6.1.2.1.2.2.1.9.52 = 7653
1.3.6.1.2.1.2.2.1.9.53 = 7653
1.3.6.1.2.1.2.2.1.9.54 = 7653
1.3.6.1.2.1.2.2.1.9.55 = 7670
1.3.6.1.2.1.2.2.1.9.56 = 7671
1.3.6.1.2.1.2.2.1.9.57 = 7671
1.3.6.1.2.1.2.2.1.9.58 = 7671
1.3.6.1.2.1.2.2.1.9.59 = 7671
1.3.6.1.2.1.2.2.1.9.60 = 7671
1.3.6.1.2.1.2.2.1.9.61 = 7671
1.3.6.1.2.1.2.2.1.9.62 = 4832
1.3.6.1.2.1.2.2.1.9.63 = 48553999
1.3.6.1.2.1.2.2.1.9.64 = 4588
1.3.6.1.2.1.2.2.1.9.65 = 7653
1.3.6.1.2.1.2.2.1.9.66 = 7654
1.3.6.1.2.1.2.2.1.9.67 = 7654
1.3.6.1.2.1.2.2.1.9.68 = 733368
1.3.6.1.2.1.2.2.1.9.69 = 734036
1.3.6.1.2.1.2.2.1.9.70 = 734164
1.3.6.1.2.1.2.2.1.9.71 = 7648
1.3.6.1.2.1.2.2.1.9.72 = 7670
1.3.6.1.2.1.2.2.1.9.75 = 7654
1.3.6.1.2.1.2.2.1.9.76 = 7654
1.3.6.1.2.1.2.2.1.9.77 = 7654
1.3.6.1.2.1.2.2.1.9.78 = 2920
1.3.6.1.2.1.2.2.1.9.79 = 2920
1.3.6.1.2.1.2.2.1.9.80 = 2920
1.3.6.1.2.1.2.2.1.9.81 = 2920
1.3.6.1.2.1.2.2.1.9.82 = 2920
1.3.6.1.2.1.2.2.1.9.83 = 5033
1.3.6.1.2.1.2.2.1.9.84 = 5033
1.3.6.1.2.1.2.2.1.9.85 = 5033
1.3.6.1.2.1.2.2.1.9.86 = 5034
1.3.6.1.2.1.2.2.1.9.87 = 5034
1.3.6.1.2.1.2.2.1.9.88 = 5034
1.3.6.1.2.1.2.2.1.9.89 = 5034
1.3.6.1.2.1.2.2.1.9.90 = 5035
1.3.6.1.2.1.2.2.1.9.91 = 5035
1.3.6.1.2.1.2.2.1.9.92 = 5035
1.3.6.1.2.1.2.2.1.9.93 = 5035
1.3.6.1.2.1.2.2.1.9.94 = 5036
1.3.6.1.2.1.2.2.1.9.95 = 5036
1.3.6.1.2.1.2.2.1.9.96 = 5037
1.3.6.1.2.1.2.2.1.9.97 = 5037
1.3.6.1.2.1.2.2.1.9.98 = 5037
1.3.6.1.2.1.2.2.1.9.99 = 5038
1.3.6.1.2.1.2.2.1.9.100 = 5038
1.3.6.1.2.1.2.2.1.9.101 = 5038
1.3.6.1.2.1.2.2.1.9.102 = 5046
1.3.6.1.2.1.2.2.1.9.103 = 5046
1.3.6.1.2.1.2.2.1.9.104 = 5047
1.3.6.1.2.1.2.2.1.9.105 = 5047
1.3.6.1.2.1.2.2.1.9.106 = 5047
1.3.6.1.2.1.2.2.1.9.107 = 5048
1.3.6.1.2.1.2.2.1.9.108 = 5048
1.3.6.1.2.1.2.2.1.9.109 = 5048
1.3.6.1.2.1.2.2.1.9.110 = 5049
1.3.6.1.2.1.2.2.1.9.111 = 5049
1.3.6.1.2.1.2.2.1.9.112 = 5049
1.3.6.1.2.1.2.2.1.9.113 = 5051
1.3.6.1.2.1.2.2.1.9.114 = 5051
1.3.6.1.2.1.2.2.1.9.115 = 7671
1.3.6.1.2.1.2.2.1.9.116 = 7671
1.3.6.1.2.1.2.2.1.9.117 = 7671
1.3.6.1.2.1.2.2.1.9.118 = 5050
1.3.6.1.2.1.2.2.1.9.119 = 5050
1.3.6.1.2.1.2.2.1.9.120 = 5050
1.3.6.1.2.1.2.2.1.9.121 = 7672
1.3.6.1.2.1.2.2.1.9.122 = 7678
1.3.6.1.2.1.2.2.1.9.123 = 7678
1.3.6.1.2.1.2.2.1.9.124 = 9192
1.3.6.1.2.1.2.2.1.9.125 = 5051
1.3.6.1.2.1.2.2.1.10.1 = 0
1.3.6.1.2.1.2.2.1.10.2 = 0
1.3.6.1.2.1.2.2.1.10.3 = 2442990790
1.3.6.1.2.1.2.2.1.10.4 = 0
1.3.6.1.2.1.2.2.1.10.5 = 0
1.3.6.1.2.1.2.2.1.10.6 = 118728
1.3.6.1.2.1.2.2.1.10.7 = 655506
1.3.6.1.2.1.2.2.1.10.8 = 121058
1.3.6.1.2.1.2.2.1.10.9 = 0
1.3.6.1.2.1.2.2.1.10.10 = 0
1.3.6.1.2.1.2.2.1.10.11 = 0
1.3.6.1.2.1.2.2.1.10.12 = 0
1.3.6.1.2.1.2.2.1.10.13 = 217714501
1.3.6.1.2.1.2.2.1.10.14 = 0
1.3.6.1.2.1.2.2.1.10.15 = 0
1.3.6.1.2.1.2.2.1.10.16 = 2834122341
1.3.6.1.2.1.2.2.1.10.17 = 285648421
1.3.6.1.2.1.2.2.1.10.18 = 249679672
1.3.6.1.2.1.2.2.1.10.19 = 4664700
1.3.6.1.2.1.2.2.1.10.20 = 4664520
1.3.6.1.2.1.2.2.1.10.21 = 4664520
1.3.6.1.2.1.2.2.1.10.22 = 4664520
1.3.6.1.2.1.2.2.1.10.23 = 42419742
1.3.6.1.2.1.2.2.1.10.24 = 31998758
1.3.6.1.2.1.2.2.1.10.25 = 138745249
1.3.6.1.2.1.2.2.1.10.26 = 3926747
1.3.6.1.2.1.2.2.1.10.27 = 37176870
1.3.6.1.2.1.2.2.1.10.28 = 59393514
1.3.6.1.2.1.2.2.1.10.29 = 0
1.3.6.1.2.1.2.2.1.10.30 = 0
1.3.6.1.2.1.2.2.1.10.31 = 0
1.3.6.1.2.1.2.2.1.10.32 = 0
1.3.6.1.2.1.2.2.1.10.33 = 122197
1.3.6.1.2.1.2.2.1.10.34 = 122197
1.3.6.1.2.1.2.2.1.10.35 = 0
1.3.6.1.2.1.2.2.1.10.38 = 1280
1.3.6.1.2.1.2.2.1.10.39 = 0
1.3.6.1.2.1.2.2.1.10.40 = 142671770
1.3.6.1.2.1.2.2.1.10.41 = 170988884
1.3.6.1.2.1.2.2.1.10.42 = 244394
1.3.6.1.2.1.2.2.1.10.43 = 0
1.3.6.1.2.1.2.2.1.10.45 = 8754367
1.3.6.1.2.1.2.2.1.10.46 = 0
1.3.6.1.2.1.2.2.1.10.47 = 3576025089
1.3.6.1.2.1.2.2.1.10.48 = 0
1.3.6.1.2.1.2.2.1.10.49 = 0
1.3.6.1.2.1.2.2.1.10.50 = 0
1.3.6.1.2.1.2.2.1.10.51 = 0
1.3.6.1.2.1.2.2.1.10.52 = 0
1.3.6.1.2.1.2.2.1.10.53 = 0
1.3.6.1.2.1.2.2.1.10.54 = 0
1.3.6.1.2.1.2.2.1.10.55 = 2496022801
1.3.6.1.2.1.2.2.1.10.56 = 0
1.3.6.1.2.1.2.2.1.10.57 = 0
1.3.6.1.2.1.2.2.1.10.58 = 0
1.3.6.1.2.1.2.2.1.10.59 = 0
1.3.6.1.2.1.2.2.1.10.60 = 0
1.3.6.1.2.1.2.2.1.10.61 = 0
1.3.6.1.2.1.2.2.1.10.62 = 0
1.3.6.1.2.1.2.2.1.10.63 = 239786
1.3.6.1.2.1.2.2.1.10.64 = 0
1.3.6.1.2.1.2.2.1.10.65 = 0
1.3.6.1.2.1.2.2.1.10.66 = 0
1.3.6.1.2.1.2.2.1.10.67 = 0
1.3.6.1.2.1.2.2.1.10.68 = 535328093
1.3.6.1.2.1.2.2.1.10.69 = 9329220
1.3.6.1.2.1.2.2.1.10.70 = 9329040
1.3.6.1.2.1.2.2.1.10.71 = 0
1.3.6.1.2.1.2.2.1.10.72 = 48768
1.3.6.1.2.1.2.2.1.10.75 = 0
1.3.6.1.2.1.2.2.1.10.76 = 0
1.3.6.1.2.1.2.2.1.10.77 = 0
1.3.6.1.2.1.2.2.1.10.115 = 0
1.3.6.1.2.1.2.2.1.10.116 = 0
1.3.6.1.2.1.2.2.1.10.117 = 92305
1.3.6.1.2.1.2.2.1.10.121 = 1496
1.3.6.1.2.1.2.2.1.10.122 = 52814268
1.3.6.1.2.1.2.2.1.10.123 = 68204
1.3.6.1.2.1.2.2.1.10.124 = 68272
1.3.6.1.2.1.2.2.1.11.1 = 0
1.3.6.1.2.1.2.2.1.11.2 = 0
1.3.6.1.2.1.2.2.1.11.3 = 7143072
1.3.6.1.2.1.2.2.1.11.4 = 0
1.3.6.1.2.1.2.2.1.11.5 = 0
1.3.6.1.2.1.2.2.1.11.6 = 0
1.3.6.1.2.1.2.2.1.11.7 = 1874
1.3.6.1.2.1.2.2.1.11.8 = 0
1.3.6.1.2.1.2.2.1.11.9 = 0
1.3.6.1.2.1.2.2.1.11.10 = 0
1.3.6.1.2.1.2.2.1.11.11 = 0
1.3.6.1.2.1.2.2.1.11.12 = 0
1.3.6.1.2.1.2.2.1.11.13 = 892355
1.3.6.1.2.1.2.2.1.11.14 = 0
1.3.6.1.2.1.2.2.1.11.15 = 0
1.3.6.1.2.1.2.2.1.11.16 = 2092363
1.3.6.1.2.1.2.2.1.11.17 = 2166530
1.3.6.1.2.1.2.2.1.11.18 = 1778879
1.3.6.1.2.1.2.2.1.11.19 = 0
1.3.6.1.2.1.2.2.1.11.20 = 0
1.3.6.1.2.1.2.2.1.11.21 = 0
1.3.6.1.2.1.2.2.1.11.22 = 0
1.3.6.1.2.1.2.2.1.11.23 = 69189
1.3.6.1.2.1.2.2.1.11.24 = 126979
1.3.6.1.2.1.2.2.1.11.25 = 210344
1.3.6.1.2.1.2.2.1.11.26 = 13382
1.3.6.1.2.1.2.2.1.11.27 = 1444
1.3.6.1.2.1.2.2.1.11.28 = 2684
1.3.6.1.2.1.2.2.1.11.29 = 0
1.3.6.1.2.1.2.2.1.11.30 = 0
1.3.6.1.2.1.2.2.1.11.31 = 0
1.3.6.1.2.1.2.2.1.11.32 = 0
1.3.6.1.2.1.2.2.1.11.33 = 0
1.3.6.1.2.1.2.2.1.11.34 = 0
1.3.6.1.2.1.2.2.1.11.35 = 0
1.3.6.1.2.1.2.2.1.11.38 = 10
1.3.6.1.2.1.2.2.1.11.39 = 0
1.3.6.1.2.1.2.2.1.11.40 = 223726
1.3.6.1.2.1.2.2.1.11.41 = 200296
1.3.6.1.2.1.2.2.1.11.42 = 0
1.3.6.1.2.1.2.2.1.11.43 = 0
1.3.6.1.2.1.2.2.1.11.45 = 94909
1.3.6.1.2.1.2.2.1.11.46 = 0
1.3.6.1.2.1.2.2.1.11.47 = 7075469
1.3.6.1.2.1.2.2.1.11.48 = 0
1.3.6.1.2.1.2.2.1.11.49 = 0
1.3.6.1.2.1.2.2.1.11.50 = 0
1.3.6.1.2.1.2.2.1.11.51 = 0
1.3.6.1.2.1.2.2.1.11.52 = 0
1.3.6.1.2.1.2.2.1.11.53 = 0
1.3.6.1.2.1.2.2.1.11.54 = 0
1.3.6.1.2.1.2.2.1.11.55 = 7825473
1.3.6.1.2.1.2.2.1.11.56 = 0
1.3.6.1.2.1.2.2.1.11.57 = 0
1.3.6.1.2.1.2.2.1.11.58 = 0
1.3.6.1.2.1.2.2.1.11.59 = 0
1.3.6.1.2.1.2.2.1.11.60 = 0
1.3.6.1.2.1.2.2.1.11.61 = 0
1.3.6.1.2.1.2.2.1.11.62 = 0
1.3.6.1.2.1.2.2.1.11.63 = 0
1.3.6.1.2.1.2.2.1.11.64 = 0
1.3.6.1.2.1.2.2.1.11.65 = 0
1.3.6.1.2.1.2.2.1.11.66 = 0
1.3.6.1.2.1.2.2.1.11.67 = 0
1.3.6.1.2.1.2.2.1.11.68 = 3945409
1.3.6.1.2.1.2.2.1.11.69 = 0
1.3.6.1.2.1.2.2.1.11.70 = 0
1.3.6.1.2.1.2.2.1.11.71 = 0
1.3.6.1.2.1.2.2.1.11.72 = 381
1.3.6.1.2.1.2.2.1.11.75 = 0
1.3.6.1.2.1.2.2.1.11.76 = 0
1.3.6.1.2.1.2.2.1.11.77 = 0
1.3.6.1.2.1.2.2.1.11.115 = 0
1.3.6.1.2.1.2.2.1.11.116 = 0
1.3.6.1.2.1.2.2.1.11.117 = 728
1.3.6.1.2.1.2.2.1.11.121 = 22
1.3.6.1.2.1.2.2.1.11.122 = 233008
1.3.6.1.2.1.2.2.1.11.123 = 1003
1.3.6.1.2.1.2.2.1.11.124 = 1004
1.3.6.1.2.1.2.2.1.13.1 = 0
1.3.6.1.2.1.2.2.1.13.2 = 0
1.3.6.1.2.1.2.2.1.13.3 = 0
1.3.6.1.2.1.2.2.1.13.4 = 0
1.3.6.1.2.1.2.2.1.13.5 = 0
1.3.6.1.2.1.2.2.1.13.6 = 0
1.3.6.1.2.1.2.2.1.13.7 = 0
1.3.6.1.2.1.2.2.1.13.8 = 0
1.3.6.1.2.1.2.2.1.13.9 = 0
1.3.6.1.2.1.2.2.1.13.10 = 0
1.3.6.1.2.1.2.2.1.13.11 = 0
1.3.6.1.2.1.2.2.1.13.12 = 0
1.3.6.1.2.1.2.2.1.13.13 = 0
1.3.6.1.2.1.2.2.1.13.14 = 0
1.3.6.1.2.1.2.2.1.13.15 = 0
1.3.6.1.2.1.2.2.1.13.16 = 0
1.3.6.1.2.1.2.2.1.13.17 = 0
1.3.6.1.2.1.2.2.1.13.18 = 0
1.3.6.1.2.1.2.2.1.13.19 = 0
1.3.6.1.2.1.2.2.1.13.20 = 0
1.3.6.1.2.1.2.2.1.13.21 = 0
1.3.6.1.2.1.2.2.1.13.22 = 0
1.3.6.1.2.1.2.2.1.13.23 = 0
1.3.6.1.2.1.2.2.1.13.24 = 0
1.3.6.1.2.1.2.2.1.13.25 = 0
1.3.6.1.2.1.2.2.1.13.26 = 0
1.3.6.1.2.1.2.2.1.13.27 = 0
1.3.6.1.2.1.2.2.1.13.28 = 0
1.3.6.1.2.1.2.2.1.13.29 = 0
1.3.6.1.2.1.2.2.1.13.30 = 0
1.3.6.1.2.1.2.2.1.13.31 = 0
1.3.6.1.2.1.2.2.1.13.32 = 0
1.3.6.1.2.1.2.2.1.13.33 = 0
1.3.6.1.2.1.2.2.1.13.34 = 0
1.3.6.1.2.1.2.2.1.13.35 = 0
1.3.6.1.2.1.2.2.1.13.38 = 0
1.3.6.1.2.1.2.2.1.13.39 = 0
1.3.6.1.2.1.2.2.1.13.40 = 0
1.3.6.1.2.1.2.2.1.13.41 = 0
1.3.6.1.2.1.2.2.1.13.42 = 0
1.3.6.1.2.1.2.2.1.13.43 = 0
1.3.6.1.2.1.2.2.1.13.45 = 0
1.3.6.1.2.1.2.2.1.13.46 = 0
1.3.6.1.2.1.2.2.1.13.47 = 0
1.3.6.1.2.1.2.2.1.13.48 = 0
1.3.6.1.2.1.2.2.1.13.49 = 0
1.3.6.1.2.1.2.2.1.13.50 = 0
1.3.6.1.2.1.2.2.1.13.51 = 0
1.3.6.1.2.1.2.2.1.13.52 = 0
1.3.6.1.2.1.2.2.1.13.53 = 0
1.3.6.1.2.1.2.2.1.13.54 = 0
1.3.6.1.2.1.2.2.1.13.55 = 0
1.3.6.1.2.1.2.2.1.13.56 = 0
1.3.6.1.2.1.2.2.1.13.57 = 0
1.3.6.1.2.1.2.2.1.13.58 = 0
1.3.6.1.2.1.2.2.1.13.59 = 0
1.3.6.1.2.1.2.2.1.13.60 = 0
1.3.6.1.2.1.2.2.1.13.61 = 0
1.3.6.1.2.1.2.2.1.13.62 = 0
1.3.6.1.2.1.2.2.1.13.63 = 0
1.3.6.1.2.1.2.2.1.13.64 = 0
1.3.6.1.2.1.2.2.1.13.65 = 0
1.3.6.1.2.1.2.2.1.13.66 = 0
1.3.6.1.2.1.2.2.1.13.67 = 0
1.3.6.1.2.1.2.2.1.13.68 = 0
1.3.6.1.2.1.2.2.1.13.69 = 0
1.3.6.1.2.1.2.2.1.13.70 = 0
1.3.6.1.2.1.2.2.1.13.71 = 0
1.3.6.1.2.1.2.2.1.13.72 = 0
1.3.6.1.2.1.2.2.1.13.75 = 0
1.3.6.1.2.1.2.2.1.13.76 = 0
1.3.6.1.2.1.2.2.1.13.77 = 0
1.3.6.1.2.1.2.2.1.13.115 = 0
1.3.6.1.2.1.2.2.1.13.116 = 0
1.3.6.1.2.1.2.2.1.13.117 = 0
1.3.6.1.2.1.2.2.1.13.121 = 0
1.3.6.1.2.1.2.2.1.13.122 = 0
1.3.6.1.2.1.2.2.1.13.123 = 0
1.3.6.1.2.1.2.2.1.13.124 = 0
1.3.6.1.2.1.2.2.1.14.1 = 0
1.3.6.1.2.1.2.2.1.14.2 = 0
1.3.6.1.2.1.2.2.1.14.3 = 0
1.3.6.1.2.1.2.2.1.14.4 = 0
1.3.6.1.2.1.2.2.1.14.5 = 0
1.3.6.1.2.1.2.2.1.14.6 = 0
1.3.6.1.2.1.2.2.1.14.7 = 0
1.3.6.1.2.1.2.2.1.14.8 = 0
1.3.6.1.2.1.2.2.1.14.9 = 0
1.3.6.1.2.1.2.2.1.14.10 = 0
1.3.6.1.2.1.2.2.1.14.11 = 0
1.3.6.1.2.1.2.2.1.14.12 = 0
1.3.6.1.2.1.2.2.1.14.13 = 0
1.3.6.1.2.1.2.2.1.14.14 = 0
1.3.6.1.2.1.2.2.1.14.15 = 0
1.3.6.1.2.1.2.2.1.14.16 = 0
1.3.6.1.2.1.2.2.1.14.17 = 0
1.3.6.1.2.1.2.2.1.14.18 = 0
1.3.6.1.2.1.2.2.1.14.19 = 0
1.3.6.1.2.1.2.2.1.14.20 = 0
1.3.6.1.2.1.2.2.1.14.21 = 0
1.3.6.1.2.1.2.2.1.14.22 = 0
1.3.6.1.2.1.2.2.1.14.23 = 0
1.3.6.1.2.1.2.2.1.14.24 = 0
1.3.6.1.2.1.2.2.1.14.25 = 0
1.3.6.1.2.1.2.2.1.14.26 = 0
1.3.6.1.2.1.2.2.1.14.27 = 0
1.3.6.1.2.1.2.2.1.14.28 = 0
1.3.6.1.2.1.2.2.1.14.29 = 0
1.3.6.1.2.1.2.2.1.14.30 = 0
1.3.6.1.2.1.2.2.1.14.31 = 0
1.3.6.1.2.1.2.2.1.14.32 = 0
1.3.6.1.2.1.2.2.1.14.33 = 0
1.3.6.1.2.1.2.2.1.14.34 = 0
1.3.6.1.2.1.2.2.1.14.35 = 0
1.3.6.1.2.1.2.2.1.14.38 = 0
1.3.6.1.2.1.2.2.1.14.39 = 0
1.3.6.1.2.1.2.2.1.14.40 = 0
1.3.6.1.2.1.2.2.1.14.41 = 0
1.3.6.1.2.1.2.2.1.14.42 = 0
1.3.6.1.2.1.2.2.1.14.43 = 0
1.3.6.1.2.1.2.2.1.14.45 = 0
1.3.6.1.2.1.2.2.1.14.46 = 0
1.3.6.1.2.1.2.2.1.14.47 = 0
1.3.6.1.2.1.2.2.1.14.48 = 0
1.3.6.1.2.1.2.2.1.14.49 = 0
1.3.6.1.2.1.2.2.1.14.50 = 0
1.3.6.1.2.1.2.2.1.14.51 = 0
1.3.6.1.2.1.2.2.1.14.52 = 0
1.3.6.1.2.1.2.2.1.14.53 = 0
1.3.6.1.2.1.2.2.1.14.54 = 0
1.3.6.1.2.1.2.2.1.14.55 = 0
1.3.6.1.2.1.2.2.1.14.56 = 0
1.3.6.1.2.1.2.2.1.14.57 = 0
1.3.6.1.2.1.2.2.1.14.58 = 0
1.3.6.1.2.1.2.2.1.14.59 = 0
1.3.6.1.2.1.2.2.1.14.60 = 0
1.3.6.1.2.1.2.2.1.14.61 = 0
1.3.6.1.2.1.2.2.1.14.62 = 0
1.3.6.1.2.1.2.2.1.14.63 = 0
1.3.6.1.2.1.2.2.1.14.64 = 0
1.3.6.1.2.1.2.2.1.14.65 = 0
1.3.6.1.2.1.2.2.1.14.66 = 0
1.3.6.1.2.1.2.2.1.14.67 = 0
1.3.6.1.2.1.2.2.1.14.68 = 0
1.3.6.1.2.1.2.2.1.14.69 = 0
1.3.6.1.2.1.2.2.1.14.70 = 0
1.3.6.1.2.1.2.2.1.14.71 = 0
1.3.6.1.2.1.2.2.1.14.72 = 0
1.3.6.1.2.1.2.2.1.14.75 = 0
1.3.6.1.2.1.2.2.1.14.76 = 0
1.3.6.1.2.1.2.2.1.14.77 = 0
1.3.6.1.2.1.2.2.1.14.115 = 0
1.3.6.1.2.1.2.2.1.14.116 = 0
1.3.6.1.2.1.2.2.1.14.117 = 0
1.3.6.1.2.1.2.2.1.14.121 = 0
1.3.6.1.2.1.2.2.1.14.122 = 0
1.3.6.1.2.1.2.2.1.14.123 = 0
1.3.6.1.2.1.2.2.1.14.124 = 0
1.3.6.1.2.1.2.2.1.15.1 = 0
1.3.6.1.2.1.2.2.1.15.2 = 0
1.3.6.1.2.1.2.2.1.15.3 = 0
1.3.6.1.2.1.2.2.1.15.4 = 0
1.3.6.1.2.1.2.2.1.15.5 = 0
1.3.6.1.2.1.2.2.1.15.6 = 0
1.3.6.1.2.1.2.2.1.15.7 = 0
1.3.6.1.2.1.2.2.1.15.8 = 0
1.3.6.1.2.1.2.2.1.15.9 = 0
1.3.6.1.2.1.2.2.1.15.10 = 0
1.3.6.1.2.1.2.2.1.15.11 = 0
1.3.6.1.2.1.2.2.1.15.12 = 0
1.3.6.1.2.1.2.2.1.15.13 = 0
1.3.6.1.2.1.2.2.1.15.14 = 0
1.3.6.1.2.1.2.2.1.15.15 = 0
1.3.6.1.2.1.2.2.1.15.16 = 0
1.3.6.1.2.1.2.2.1.15.17 = 0
1.3.6.1.2.1.2.2.1.15.18 = 0
1.3.6.1.2.1.2.2.1.15.19 = 0
1.3.6.1.2.1.2.2.1.15.20 = 0
1.3.6.1.2.1.2.2.1.15.21 = 0
1.3.6.1.2.1.2.2.1.15.22 = 0
1.3.6.1.2.1.2.2.1.15.23 = 0
1.3.6.1.2.1.2.2.1.15.24 = 0
1.3.6.1.2.1.2.2.1.15.25 = 0
1.3.6.1.2.1.2.2.1.15.26 = 0
1.3.6.1.2.1.2.2.1.15.27 = 0
1.3.6.1.2.1.2.2.1.15.28 = 1
1.3.6.1.2.1.2.2.1.15.29 = 0
1.3.6.1.2.1.2.2.1.15.30 = 0
1.3.6.1.2.1.2.2.1.15.31 = 0
1.3.6.1.2.1.2.2.1.15.32 = 0
1.3.6.1.2.1.2.2.1.15.33 = 0
1.3.6.1.2.1.2.2.1.15.34 = 0
1.3.6.1.2.1.2.2.1.15.35 = 0
1.3.6.1.2.1.2.2.1.15.38 = 0
1.3.6.1.2.1.2.2.1.15.39 = 0
1.3.6.1.2.1.2.2.1.15.40 = 0
1.3.6.1.2.1.2.2.1.15.41 = 0
1.3.6.1.2.1.2.2.1.15.42 = 0
1.3.6.1.2.1.2.2.1.15.43 = 0
1.3.6.1.2.1.2.2.1.15.45 = 0
1.3.6.1.2.1.2.2.1.15.46 = 0
1.3.6.1.2.1.2.2.1.15.47 = 0
1.3.6.1.2.1.2.2.1.15.48 = 0
1.3.6.1.2.1.2.2.1.15.49 = 0
1.3.6.1.2.1.2.2.1.15.50 = 0
1.3.6.1.2.1.2.2.1.15.51 = 0
1.3.6.1.2.1.2.2.1.15.52 = 0
1.3.6.1.2.1.2.2.1.15.53 = 0
1.3.6.1.2.1.2.2.1.15.54 = 0
1.3.6.1.2.1.2.2.1.15.55 = 0
1.3.6.1.2.1.2.2.1.15.56 = 0
1.3.6.1.2.1.2.2.1.15.57 = 0
1.3.6.1.2.1.2.2.1.15.58 = 0
1.3.6.1.2.1.2.2.1.15.59 = 0
1.3.6.1.2.1.2.2.1.15.60 = 0
1.3.6.1.2.1.2.2.1.15.61 = 0
1.3.6.1.2.1.2.2.1.15.62 = 0
1.3.6.1.2.1.2.2.1.15.63 = 0
1.3.6.1.2.1.2.2.1.15.64 = 0
1.3.6.1.2.1.2.2.1.15.65 = 0
1.3.6.1.2.1.2.2.1.15.66 = 0
1.3.6.1.2.1.2.2.1.15.67 = 0
1.3.6.1.2.1.2.2.1.15.68 = 0
1.3.6.1.2.1.2.2.1.15.69 = 0
1.3.6.1.2.1.2.2.1.15.70 = 0
1.3.6.1.2.1.2.2.1.15.71 = 0
1.3.6.1.2.1.2.2.1.15.72 = 0
1.3.6.1.2.1.2.2.1.15.75 = 0
1.3.6.1.2.1.2.2.1.15.76 = 0
1.3.6.1.2.1.2.2.1.15.77 = 0
1.3.6.1.2.1.2.2.1.15.115 = 0
1.3.6.1.2.1.2.2.1.15.116 = 0
1.3.6.1.2.1.2.2.1.15.117 = 0
1.3.6.1.2.1.2.2.1.15.121 = 0
1.3.6.1.2.1.2.2.1.15.122 = 0
1.3.6.1.2.1.2.2.1.15.123 = 0
1.3.6.1.2.1.2.2.1.15.124 = 0
1.3.6.1.2.1.2.2.1.16.1 = 1284
1.3.6.1.2.1.2.2.1.16.2 = 0
1.3.6.1.2.1.2.2.1.16.3 = 3720239629
1.3.6.1.2.1.2.2.1.16.4 = 0
1.3.6.1.2.1.2.2.1.16.5 = 0
1.3.6.1.2.1.2.2.1.16.6 = 194462
1.3.6.1.2.1.2.2.1.16.7 = 918832
1.3.6.1.2.1.2.2.1.16.8 = 976130
1.3.6.1.2.1.2.2.1.16.9 = 0
1.3.6.1.2.1.2.2.1.16.10 = 0
1.3.6.1.2.1.2.2.1.16.11 = 0
1.3.6.1.2.1.2.2.1.16.12 = 0
1.3.6.1.2.1.2.2.1.16.13 = 392219204
1.3.6.1.2.1.2.2.1.16.14 = 0
1.3.6.1.2.1.2.2.1.16.15 = 0
1.3.6.1.2.1.2.2.1.16.16 = 922647844
1.3.6.1.2.1.2.2.1.16.17 = 695448494
1.3.6.1.2.1.2.2.1.16.18 = 3814824289
1.3.6.1.2.1.2.2.1.16.19 = 48133767
1.3.6.1.2.1.2.2.1.16.20 = 3087405429
1.3.6.1.2.1.2.2.1.16.21 = 48131691
1.3.6.1.2.1.2.2.1.16.22 = 3087412909
1.3.6.1.2.1.2.2.1.16.23 = 1322632203
1.3.6.1.2.1.2.2.1.16.24 = 23337031
1.3.6.1.2.1.2.2.1.16.25 = 2129240064
1.3.6.1.2.1.2.2.1.16.26 = 172075471
1.3.6.1.2.1.2.2.1.16.27 = 18918860
1.3.6.1.2.1.2.2.1.16.28 = 26152936
1.3.6.1.2.1.2.2.1.16.29 = 0
1.3.6.1.2.1.2.2.1.16.30 = 0
1.3.6.1.2.1.2.2.1.16.31 = 0
1.3.6.1.2.1.2.2.1.16.32 = 0
1.3.6.1.2.1.2.2.1.16.33 = 159806
1.3.6.1.2.1.2.2.1.16.34 = 3383405
1.3.6.1.2.1.2.2.1.16.35 = 0
1.3.6.1.2.1.2.2.1.16.38 = 0
