"C3650CORE","192.168.198.1","WS-C3650-48TS","0","FDO1743Q04M","","flash:packages.conf"
"BONITZ_CATAWBA_1030928_EthIn_3945.spirit","192.168.193.1","Cisco CISCO3945-CHASSIS","15.2(4)M2","None","","None"
