"RICH2960X01","192.168.250.2","WS-C2960X-48TS-L","15.0(2)EX4","FOC1807S0UF","","flash:/c2960x-universalk9-mz.150-2.EX4/c2960x-universalk9-mz.150-2.EX4.bin"
"BONITZ_RICHMOND_1038931_EthIN_1921.spiri","192.168.250.1","Cisco CISCO1921/K9","15.4(3)M3","None","","None"
