"WS2960X01","192.168.248.4","WS-C2960X-48TS-L","15.0(2)EX4","FOC1807S0K4","","flash:/c2960x-universalk9-mz.150-2.EX4/c2960x-universalk9-mz.150-2.EX4.bin"
"BONITZ_WINSTON_SALEM_1030941_EthIN_1921","192.168.248.1","Cisco CISCO1921/K9","15.2(4)M6","None","","None"
