"NASH2960X01","192.168.222.129","WS-C2960X-24TS-L","15.0(2)EX4","FOC1807S3HJ","","flash:/c2960x-universalk9-mz.150-2.EX4/c2960x-universalk9-mz.150-2.EX4.bin"
"BONITZ_NASHVILLE_1030935_EthIN_1921.spir","192.168.222.1","Cisco CISCO1921/K9","15.4(3)M3","None","","None"
