"CHLT2960X01","192.168.236.6","cisco WS-C2960X-48TS-L","15.0(2)EX4","FOC1807S0BB","","flash:/c2960x-universalk9-mz.150-2.EX4/c2960x-universalk9-mz.150-2.EX4.bin"
"CHLT2960X02","192.168.236.7","cisco WS-C2960X-48TS-L","15.0(2)EX4","FOC1806S5C0","","flash:/c2960x-universalk9-mz.150-2.EX4/c2960x-universalk9-mz.150-2.EX4.bin"
"BONITZ_CONCORD_1030940_EthIN_1921.spirit","192.168.236.1","Cisco CISCO1921/K9","15.4(3)M3","None","","None"
"SEP64167f05f11a","172.16.22.25","Polycom SoundStation IP 6000","Updater: 5.0.8, App: 4.0.9","None","","None"
"CHLT2960X03","192.168.236.5","cisco WS-C2960X-48TS-L","15.2(2)E6","FCW2115B5AR","","flash:/c2960x-universalk9-mz.152-2.E6/c2960x-universalk9-mz.152-2.E6.bin"
"2960X10APS","192.168.236.10","cisco WS-C2960X-24PS-L","15.2(2)E7","None","","None"
