"AUG2960X01","192.168.240.2","WS-C2960X-24TS-L","15.0(2)EX4","FOC1807S2XA","","flash:/c2960x-universalk9-mz.150-2.EX4/c2960x-universalk9-mz.150-2.EX4.bin"
"BONITZ_AUGUSTA_1073878_EthIN_1921.spirit","192.168.240.1","Cisco CISCO1921/K9","15.4(3)M1","None","","None"
