"ROA2960X01","172.16.10.2","WS-C2960X-48TS-L","15.2(2)E5","FCW2036B53X","","flash:/c2960x-universalk9-mz.152-2.E5/c2960x-universalk9-mz.152-2.E5.bin"
"BONITZ_ROANOKE_1038957_EthIN_1921.spirit","172.16.10.1","Cisco CISCO1921/K9","15.4(3)M3","None","","None"
