"RAL2960X01","192.168.230.65","cisco WS-C2960X-48TS-L","15.0(2)EX4","FOC1807S0TF","","flash:/c2960x-universalk9-mz.150-2.EX4/c2960x-universalk9-mz.150-2.EX4.bin"
"RAL890RTR","192.168.230.30","Cisco 891","15.0(1)M5","None","","None"
"RAL2901RTR","192.168.230.29","Cisco CISCO2901/K9","15.0(1)M4","FTX1514032K","","flash0:c2900-universalk9-mz.SPA.150-1.M4.bin"
"BONITZ_WORLD_TRADE_1030947_EthIN_1921.sp","192.168.230.1","Cisco CISCO1921/K9","15.4(3)M3","None","","None"
"RAL2960X02","192.168.230.3","cisco WS-C2960X-48TS-L","15.0(2)EX4","FCW1807A2XN","","flash:/c2960x-universalk9-mz.150-2.EX4/c2960x-universalk9-mz.150-2.EX4.bin"
