"CHAS2960X02","192.168.227.4","cisco WS-C2960X-24TS-L","15.0(2)EX4","FOC1807S3D0","","flash:/c2960x-universalk9-mz.150-2.EX4/c2960x-universalk9-mz.150-2.EX4.bin"
"CHAS2960X01","192.168.227.2","cisco WS-C2960X-48TS-L","15.0(2)EX4","FOC1806S5BD","","flash:/c2960x-universalk9-mz.150-2.EX4/c2960x-universalk9-mz.150-2.EX4.bin"
"BONITZ_CHARLESTON_1030938_EthIN_1921.spi","192.168.227.1","Cisco CISCO1921/K9","15.4(3)M3","None","","None"
